,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
United Nations,,,,,,,,,,,,,,,,,
Population Division,,,,,,,,,,,,,,,,,
Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
World Population Prospects: The 2017 Revision,,,,,,,,,,,,,,,,,
"File FERT/3: Crude birth rate by region, subregion and country, 1950-2100 (births per 1,000 population)",,,,,,,,,,,,,,,,,
"Estimates, 1950 - 2015",,,,,,,,,,,,,,,,,
POP/DB/WPP/Rev.2017/FERT/F03,,,,,,,,,,,,,,,,,
June 2017 - Copyright © 2017 by United Nations. All rights reserved,,,,,,,,,,,,,,,,,
"Suggested citation: United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision, DVD Edition.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,"Crude birth rate (births per 1,000 population)",,,,,,,,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,1950-1955,1955-1960,1960-1965,1965-1970,1970-1975,1975-1980,1980-1985,1985-1990,1990-1995,1995-2000,2000-2005,2005-2010,2010-2015
164,Estimates,Malta,,470,28.9,26.1,22.1,15.9,16.6,18.0,15.9,15.6,14.1,12.8,10.0,9.4,9.7
165,Estimates,Montenegro,,499,31.8,30.6,27.9,22.9,20.6,18.7,18.6,17.2,15.8,14.1,13.5,13.1,12.0
166,Estimates,Portugal,,620,23.9,24.0,23.8,22.2,19.8,18.1,14.7,12.0,11.1,11.0,10.8,9.7,8.5
167,Estimates,Serbia,20,688,27.1,21.5,19.5,18.7,18.8,18.7,17.4,16.0,13.9,12.8,11.9,10.9,10.6
168,Estimates,Slovenia,,705,20.9,18.7,17.8,17.0,16.8,16.8,15.0,12.7,10.0,9.2,8.8,10.2,10.5
169,Estimates,Spain,21,724,20.6,21.6,21.2,20.0,19.4,17.5,13.4,10.9,9.9,9.4,10.2,10.7,9.4
170,Estimates,TFYR Macedonia,22,807,36.7,31.6,28.4,27.0,23.4,21.6,20.7,18.7,16.6,13.8,12.4,11.1,11.3
171,Estimates,Western Europe,23,926,17.2,17.5,18.1,16.6,13.5,11.8,12.1,12.1,11.3,11.0,10.6,10.3,10.2
172,Estimates,Austria,,40,15.0,17.4,18.6,17.2,13.7,11.5,11.8,11.2,11.6,10.4,9.6,9.3,9.4
173,Estimates,Belgium,,56,16.7,17.2,17.2,15.4,13.7,12.3,12.1,11.9,11.9,11.2,11.1,11.6,11.4
174,Estimates,France,,250,19.1,18.2,18.1,17.0,16.0,13.8,14.1,13.6,12.7,12.5,12.7,12.7,12.1
175,Estimates,Germany,,276,15.7,16.6,17.7,16.0,11.3,10.3,10.7,11.0,9.9,9.6,8.8,8.4,8.5
176,Estimates,Luxembourg,,442,14.8,16.0,16.4,14.5,11.8,11.0,11.5,11.8,13.1,13.1,11.8,11.4,11.2
177,Estimates,Netherlands,,528,22.0,21.4,21.1,19.2,15.7,12.7,12.3,12.7,12.8,12.3,12.3,11.3,10.6
178,Estimates,Switzerland,,756,17.2,17.5,18.9,17.6,14.3,11.7,11.6,11.9,12.0,11.3,10.1,10.1,10.3
179,Estimates,LATIN AMERICA AND THE CARIBBEAN,,904,42.8,41.7,40.8,38.0,35.4,33.2,30.9,28.2,25.6,23.4,21.1,19.0,17.8
180,Estimates,Caribbean,24,915,39.4,38.1,39.3,35.3,31.4,27.4,27.2,26.0,23.7,21.7,20.0,18.8,17.8
181,Estimates,Antigua and Barbuda,,28,36.5,35.0,33.4,32.5,28.1,20.9,20.8,19.9,19.1,20.8,20.0,18.0,16.8
182,Estimates,Aruba,,533,44.3,38.3,32.9,26.3,22.9,22.5,22.3,20.8,18.1,15.3,13.2,11.7,11.1
183,Estimates,Bahamas,,44,33.7,34.0,33.6,26.3,27.1,24.9,27.1,24.1,23.6,20.1,15.7,15.8,14.8
184,Estimates,Barbados,,52,34.4,31.6,29.1,23.5,20.5,18.0,17.6,16.5,15.5,14.4,13.3,12.7,12.2
185,Estimates,Cuba,,192,31.6,28.4,35.4,31.5,26.5,17.4,16.5,17.7,15.4,13.9,12.1,11.0,11.2
186,Estimates,Curaçao,,531,37.1,35.5,30.5,27.4,22.2,20.7,20.3,20.6,18.6,15.2,13.4,12.3,12.9
187,Estimates,Dominican Republic,,214,54.4,53.5,49.6,44.3,39.4,35.5,33.4,30.9,28.7,25.9,24.6,23.0,21.4
188,Estimates,Grenada,,308,39.8,45.9,41.0,28.9,29.1,29.8,32.5,31.6,24.8,20.7,18.8,19.3,19.4
189,Estimates,Guadeloupe,25,312,40.7,38.4,35.7,32.8,28.3,23.9,19.4,19.9,17.5,17.2,15.6,13.6,11.9
190,Estimates,Haiti,,332,45.7,44.6,43.6,40.7,38.2,40.0,42.8,39.1,35.5,32.7,29.7,27.8,25.5
191,Estimates,Jamaica,,388,34.3,39.3,40.7,37.9,32.4,29.0,28.6,26.3,24.4,22.8,20.0,18.5,17.2
192,Estimates,Martinique,,474,41.6,39.0,35.3,32.0,25.9,18.4,17.1,18.0,16.5,15.4,14.3,13.6,12.0
193,Estimates,Puerto Rico,,630,37.4,34.8,32.3,26.7,25.0,23.7,20.5,18.6,17.5,15.4,14.0,12.8,11.2
194,Estimates,Saint Lucia,,662,47.0,50.5,45.9,41.2,37.1,37.4,33.3,30.2,26.1,21.7,15.9,13.7,12.6
195,Estimates,Saint Vincent and the Grenadines,,670,49.5,48.9,46.3,42.3,38.3,32.8,29.2,25.8,24.0,21.4,18.6,17.7,16.4
196,Estimates,Trinidad and Tobago,,780,39.6,37.8,35.9,27.9,26.9,27.5,28.9,23.6,18.1,15.1,14.9,15.3,14.7
197,Estimates,United States Virgin Islands,,850,34.0,35.6,41.2,46.3,38.4,28.1,24.3,23.8,21.1,15.5,14.4,15.9,14.0
198,Estimates,Central America,,916,48.6,47.2,45.1,43.8,43.4,38.2,33.9,31.3,29.0,26.7,24.2,21.8,20.2
199,Estimates,Belize,,84,51.2,46.8,43.7,42.2,42.0,42.4,39.9,37.2,34.4,31.2,28.5,24.5,23.3
200,Estimates,Costa Rica,,188,42.0,44.6,43.1,36.6,29.9,29.6,29.5,28.0,24.9,21.5,17.9,16.6,15.1
201,Estimates,El Salvador,,222,46.5,47.4,46.7,44.0,41.7,39.3,35.4,32.2,30.3,27.3,22.6,20.4,19.1
202,Estimates,Guatemala,,320,52.5,49.9,47.0,45.7,45.1,44.5,42.7,39.4,38.7,36.5,33.8,29.2,26.6
203,Estimates,Honduras,,340,52.1,50.9,49.1,48.6,46.7,45.2,42.6,39.7,37.5,34.3,30.8,26.6,23.0
204,Estimates,Mexico,,484,48.3,46.6,44.6,43.6,43.7,37.2,32.3,29.7,27.4,25.2,23.0,20.7,19.4
205,Estimates,Nicaragua,,558,54.9,54.2,48.5,46.2,46.2,45.2,42.9,38.3,33.3,28.8,25.3,23.3,21.0
206,Estimates,Panama,,591,41.4,41.6,40.9,38.8,36.2,32.5,29.5,27.3,25.4,24.3,22.6,21.5,20.6
207,Estimates,South America,26,931,41.3,40.3,39.4,36.3,33.0,32.1,30.2,27.2,24.5,22.3,20.0,18.0,16.8
208,Estimates,Argentina,,32,25.4,24.3,23.2,22.5,23.4,25.7,23.1,22.2,21.3,19.7,19.2,18.5,17.8
209,Estimates,Bolivia (Plurinational State of),,68,46.6,45.2,43.9,42.8,41.8,41.2,39.2,36.6,34.3,32.2,29.5,26.8,24.4
210,Estimates,Brazil,,76,43.9,42.7,41.5,37.3,33.8,32.7,31.0,26.8,23.5,21.6,18.7,16.2,15.0
211,Estimates,Chile,,152,37.7,36.8,34.9,32.1,27.4,24.1,23.1,22.9,20.6,18.1,16.1,15.1,13.9
212,Estimates,Colombia,,170,47.3,45.4,44.2,41.1,34.2,32.5,30.7,27.7,25.1,21.9,20.1,18.0,16.2
213,Estimates,Ecuador,,218,45.6,44.8,43.6,42.2,39.6,36.2,33.5,31.4,28.7,26.3,23.8,22.5,21.2
214,Estimates,French Guiana,,254,36.4,33.0,31.6,32.4,30.4,25.8,28.9,30.1,31.6,29.5,28.5,28.1,25.8
215,Estimates,Guyana,,328,44.9,44.9,40.6,37.2,34.9,31.1,31.1,28.4,28.3,27.0,24.2,21.4,21.1
216,Estimates,Paraguay,,600,44.2,42.6,41.2,39.4,35.6,36.1,36.7,35.0,32.0,29.3,25.1,23.3,21.7
217,Estimates,Peru,,604,47.8,47.3,46.7,44.3,40.4,38.3,34.0,31.6,28.7,25.4,23.0,21.4,20.4
218,Estimates,Suriname,,740,48.0,45.9,44.6,39.4,34.6,29.7,29.4,28.3,26.7,24.3,22.2,20.3,19.0
219,Estimates,Uruguay,,858,21.2,21.9,21.9,20.5,21.1,20.2,18.3,18.2,18.2,16.9,15.9,15.1,14.4
220,Estimates,Venezuela (Bolivarian Republic of),,862,46.1,45.9,46.2,40.6,34.8,33.5,31.8,30.5,27.4,24.8,23.0,21.5,20.1
221,Estimates,NORTHERN AMERICA,27,905,24.4,24.1,21.4,17.7,15.6,14.8,15.3,15.5,15.3,14.0,13.7,13.5,12.4
222,Estimates,Canada,,124,27.4,27.3,24.8,18.4,15.6,15.0,14.6,14.1,13.7,11.6,10.5,11.1,10.9
223,Estimates,United States of America,,840,24.1,23.8,21.0,17.6,15.6,14.8,15.3,15.7,15.5,14.3,14.0,13.8,12.5
224,Estimates,OCEANIA,,909,27.5,27.4,26.1,24.5,23.6,21.0,20.5,20.0,19.6,18.6,17.8,18.1,17.2
225,Estimates,Australia/New Zealand,,927,23.5,23.4,22.0,20.4,19.5,16.1,15.6,15.3,15.1,13.8,13.0,14.0,13.4
226,Estimates,Australia,28,36,23.0,22.8,21.4,19.9,19.1,15.8,15.6,15.1,14.8,13.5,12.8,13.8,13.3
227,Estimates,New Zealand,,554,25.6,26.4,24.7,22.7,21.0,17.0,15.8,16.6,16.6,14.9,14.2,14.9,13.7
228,Estimates,Melanesia,,928,43.3,43.2,42.0,40.4,40.0,39.2,37.3,34.7,33.6,33.2,31.7,29.9,27.8
229,Estimates,Fiji,,242,46.5,47.4,42.3,35.8,33.0,33.7,33.1,29.8,28.1,25.6,24.0,22.4,20.7
230,Estimates,New Caledonia,,540,34.9,34.4,34.1,35.5,36.6,28.7,25.2,23.6,24.1,21.4,19.0,17.4,16.3
231,Estimates,Papua New Guinea,,598,43.0,42.7,42.1,41.4,41.0,40.3,38.3,35.6,34.5,34.6,33.0,31.1,28.8
232,Estimates,Solomon Islands,,90,39.4,40.5,41.1,42.4,47.9,46.0,42.4,41.0,38.8,36.3,35.1,33.9,30.8
233,Estimates,Vanuatu,,548,51.0,49.7,47.5,43.6,40.9,39.8,38.4,36.7,35.5,33.8,30.9,28.2,26.9
234,Estimates,Micronesia,29,954,40.4,41.6,41.6,37.8,35.7,35.0,34.2,32.8,30.2,28.3,25.3,22.6,21.0
235,Estimates,Guam,,316,31.6,35.2,38.6,32.6,31.5,29.9,27.2,27.1,24.0,23.0,20.7,18.3,17.3
236,Estimates,Kiribati,,296,46.1,48.0,45.5,38.3,32.4,35.3,36.8,37.3,35.5,31.8,29.8,29.5,29.2
237,Estimates,Micronesia (Fed. States of),,583,47.9,44.8,42.7,42.0,39.9,38.2,39.3,35.5,32.8,31.4,28.1,24.5,23.6
238,Estimates,Polynesia,30,957,47.6,46.6,44.5,40.4,36.1,34.3,33.5,32.3,29.7,26.6,24.5,23.0,21.1
239,Estimates,French Polynesia,,258,46.1,43.6,38.9,36.1,34.3,31.8,30.4,30.2,25.8,21.3,19.1,17.3,16.1
240,Estimates,Samoa,,882,51.7,48.8,47.3,43.1,39.7,37.7,36.2,34.3,32.2,31.6,29.6,29.2,26.4
241,Estimates,Tonga,,776,47.2,47.6,45.8,40.3,33.1,33.8,34.9,31.4,31.2,28.3,28.5,28.2,25.7
