year,age,age_cat,pop,abbrev,division,pop_std,opioid_deaths,mx,y
2011,40,40-44,314407,AL,East South Central,22479229,16,5.08894522068529e-5,-9.885854881680597
2011,40,40-44,351289,MN,West North Central,22479229,33,9.39397476152114e-5,-9.272856964028483
2011,40,40-44,356733,CO,Mountain,22479229,57,1.5978336739241953e-4,-8.741691613951462
2011,40,40-44,374631,WI,East North Central,22479229,42,1.1211031655148667e-4,-9.096027202223357
2011,40,40-44,381576,MO,West North Central,22479229,70,1.8344969285279998e-4,-8.603570081447296
2011,40,40-44,415537,MD,South Atlantic,22479229,58,1.3957842502593031e-4,-8.87688392810471
2011,40,40-44,416333,AZ,Mountain,22479229,55,1.3210579031688576e-4,-8.931907514566301
2011,40,40-44,428322,IN,East North Central,22479229,35,8.17142243452356e-5,-9.412282466659915
2011,40,40-44,437074,TN,East South Central,22479229,95,2.1735449832293845e-4,-8.43398090452584
2011,40,40-44,462404,MA,New England,22479229,88,1.903097724068131e-4,-8.566857432343713
2011,40,40-44,469663,WA,Pacific,22479229,85,1.809808309362245e-4,-8.61711943873663
2011,40,40-44,571648,VA,South Atlantic,22479229,83,1.4519424540976265e-4,-8.837438088523122
2011,40,40-44,641166,NJ,Middle Atlantic,22479229,43,6.706531537854471e-5,-9.609843557041025
2011,40,40-44,661365,MI,East North Central,22479229,83,1.2549802302813122e-4,-8.983220552280406
2011,40,40-44,682581,NC,South Atlantic,22479229,104,1.5236286975465183e-4,-8.78924558117649
2011,40,40-44,711167,GA,South Atlantic,22479229,78,1.0967887992553085e-4,-9.117953734965763
2011,40,40-44,762752,OH,East North Central,22479229,153,2.005894445376741e-4,-8.51425030327416
2011,40,40-44,844331,PA,Middle Atlantic,22479229,82,9.711831023615147e-5,-9.239580629526115
2011,40,40-44,873415,IL,East North Central,22479229,97,1.1105831706577056e-4,-9.105455115644245
2011,40,40-44,1263900,FL,South Atlantic,22479229,196,1.5507555977529867e-4,-8.7715980774047
2011,40,40-44,1343153,NY,Middle Atlantic,22479229,151,1.1242203978251175e-4,-9.093250556252231
2011,40,40-44,1747713,TX,West South Central,22479229,120,6.866115889737045e-5,-9.586326891292284
2011,40,40-44,2634904,CA,Pacific,22479229,183,6.945224569851501e-5,-9.574871153814923
2011,45,45-49,36769,WY,Mountain,19805793,5,1.3598411705512795e-4,-8.902972465407633
2011,45,45-49,38669,DC,South Atlantic,19805793,8,2.068840673407639e-4,-8.483351982747466
2011,45,45-49,47549,VT,New England,19805793,6,1.261856190456161e-4,-8.97775656803012
2011,45,45-49,52437,AK,Pacific,19805793,7,1.3349352556401014e-4,-8.921457578947884
2011,45,45-49,54474,SD,West North Central,19805793,3,5.5072144509307194e-5,-9.806866513931702
2011,45,45-49,66408,DE,South Atlantic,19805793,14,2.1081797373810385e-4,-8.464515480519612
2011,45,45-49,66597,MT,Mountain,19805793,7,1.0510983978257279e-4,-9.160504661413563
2011,45,45-49,79042,RI,New England,19805793,20,2.5303003466511475e-4,-8.282002362191351
2011,45,45-49,93588,HI,Pacific,19805793,13,1.3890669743984272e-4,-8.88170809165696
2011,45,45-49,99902,ID,Mountain,19805793,13,1.3012752497447498e-4,-8.946995626994731
2011,45,45-49,103280,ME,New England,19805793,6,5.809450038729667e-5,-9.753439556292468
2011,45,45-49,108943,NH,New England,19805793,22,2.019404642794856e-4,-8.507537635294547
2011,45,45-49,122576,NE,West North Central,19805793,10,8.158203889831615e-5,-9.413901431762557
2011,45,45-49,128892,WV,South Atlantic,19805793,76,5.896409397014554e-4,-7.435996783099716
2011,45,45-49,137839,NM,Mountain,19805793,27,1.9588070139800782e-4,-8.538004750383006
2011,45,45-49,151651,UT,Mountain,19805793,48,3.165162115647111e-4,-8.058136096318318
2011,45,45-49,191154,NV,Mountain,19805793,72,3.766596566119464e-4,-7.884168545863924
2011,45,45-49,192107,KS,West North Central,19805793,14,7.287605344937977e-5,-9.526750457831994
2011,45,45-49,199728,AR,West South Central,19805793,26,1.301770407754546e-4,-8.94661518186935
2011,45,45-49,201674,MS,East South Central,19805793,16,7.93359580312782e-5,-9.44181908908031
2011,45,45-49,206980,IA,West North Central,19805793,25,1.2078461687119528e-4,-9.021501624353963
2011,45,45-49,250046,OK,West South Central,19805793,75,2.999448101549315e-4,-8.11191206638215
2011,45,45-49,254930,OR,Pacific,19805793,44,1.7259639901149335e-4,-8.664554642733668
2011,45,45-49,284916,CT,New England,19805793,23,8.072554717881762e-5,-9.424455463036093
2011,45,45-49,314819,LA,West South Central,19805793,20,6.352856720845946e-5,-9.664020875931506
2011,45,45-49,315091,KY,East South Central,19805793,100,3.1736863318850743e-4,-8.055446578988207
2011,45,45-49,327073,SC,South Atlantic,19805793,33,1.0089490725312087e-4,-9.201431105088428
2011,45,45-49,337088,AL,East South Central,19805793,28,8.306436301499905e-5,-9.395894792667857
2011,45,45-49,359209,CO,Mountain,19805793,38,1.0578799528965032e-4,-9.154073511049194
2011,45,45-49,389668,MN,West North Central,19805793,37,9.495262633831877e-5,-9.26213246086399
2011,45,45-49,418853,AZ,Mountain,19805793,66,1.5757318199941268e-4,-8.755620559998544
2011,45,45-49,421177,WI,East North Central,19805793,65,1.543294149490594e-4,-8.776421181967425
2011,45,45-49,424271,MO,West North Central,19805793,92,2.168425369634031e-4,-8.43633910393848
2011,45,45-49,453044,MD,South Atlantic,19805793,82,1.8099787217135642e-4,-8.617025282726907
2011,45,45-49,458095,IN,East North Central,19805793,45,9.82328992894487e-5,-9.228169375397492
2011,45,45-49,458300,TN,East South Central,19805793,102,2.2256164084660704e-4,-8.410306457212945
2011,45,45-49,478276,WA,Pacific,19805793,94,1.9653923675869164e-4,-8.534648468426708
2011,45,45-49,506730,MA,New England,19805793,83,1.637953150593018e-4,-8.716892988545903
2011,45,45-49,609659,VA,South Atlantic,19805793,82,1.3450141800580323e-4,-8.913935816183878
2011,45,45-49,690972,NC,South Atlantic,19805793,129,1.8669352737882289e-4,-8.586042176583057
2011,45,45-49,691261,NJ,Middle Atlantic,19805793,67,9.692431657507077e-5,-9.241580125501825
2011,45,45-49,717611,GA,South Atlantic,19805793,82,1.1426803658249385e-4,-9.076963671219008
2011,45,45-49,718687,MI,East North Central,19805793,99,1.3775120462732735e-4,-8.890061364943518
2011,45,45-49,822411,OH,East North Central,19805793,208,2.529149050778747e-4,-8.28245746937865
2011,45,45-49,912280,IL,East North Central,19805793,107,1.1728855176042442e-4,-9.05087340501818
2011,45,45-49,926479,PA,Middle Atlantic,19805793,104,1.1225294906846243e-4,-9.09475575936219
2011,45,45-49,1381841,FL,South Atlantic,19805793,245,1.772997038009438e-4,-8.63766901549496
2011,45,45-49,1433228,NY,Middle Atlantic,19805793,213,1.4861557267929458e-4,-8.81414763521376
2011,45,45-49,1738282,TX,West South Central,19805793,141,8.111457174382523e-5,-9.419647936733364
2011,45,45-49,2646379,CA,Pacific,19805793,257,9.711382987848679e-5,-9.239626763576462
2011,50,50-54,37633,DC,South Atlantic,17224359,11,2.9229665453192675e-4,-8.137741331236121
2011,50,50-54,43538,WY,Mountain,17224359,4,9.187376544627682e-5,-9.29509503784099
2011,50,50-54,50203,ND,West North Central,17224359,2,3.983825667788777e-5,-10.130682884290437
2011,50,50-54,52401,VT,New England,17224359,7,1.335852369229595e-4,-8.920770805041188
2011,50,50-54,56237,AK,Pacific,17224359,14,2.489464231733556e-4,-8.298272852630008
2011,50,50-54,59780,SD,West North Central,17224359,2,3.345600535296086e-5,-10.305279255277984
2011,50,50-54,66933,DE,South Atlantic,17224359,19,2.8386595550774655e-4,-8.16700841887308
2011,50,50-54,77727,MT,Mountain,17224359,5,6.432771109138395e-5,-9.65152005390834
2011,50,50-54,81387,RI,New England,17224359,24,2.948873898779903e-4,-8.128917003728754
2011,50,50-54,97000,HI,Pacific,17224359,11,1.134020618556701e-4,-9.084570984687149
2011,50,50-54,106122,ID,Mountain,17224359,6,5.653870074065698e-5,-9.780585185434793
2011,50,50-54,111416,ME,New England,17224359,14,1.25655202125368e-4,-8.981968893117669
2011,50,50-54,114311,NH,New England,17224359,20,1.7496128981462852e-4,-8.650945809568588
2011,50,50-54,131045,NE,West North Central,17224359,6,4.57857987714144e-5,-9.991536585419064
2011,50,50-54,141263,WV,South Atlantic,17224359,81,5.733985544693231e-4,-7.4639295254994815
2011,50,50-54,147816,NM,Mountain,17224359,30,2.0295502516642311e-4,-8.502526154372834
2011,50,50-54,154679,UT,Mountain,17224359,41,2.650650702422436e-4,-8.23553521403611
2011,50,50-54,184890,NV,Mountain,17224359,55,2.9747417383308995e-4,-8.120183147391927
2011,50,50-54,203692,AR,West South Central,17224359,15,7.364059462325472e-5,-9.51631412690013
2011,50,50-54,205604,KS,West North Central,17224359,17,8.268321627983891e-5,-9.400493923570599
2011,50,50-54,209171,MS,East South Central,17224359,8,3.824621960023139e-5,-10.171465836557008
2011,50,50-54,224453,IA,West North Central,17224359,21,9.356079000948974e-5,-9.276899172403123
2011,50,50-54,266069,OK,West South Central,17224359,84,3.157075796128072e-4,-8.06069415377879
2011,50,50-54,274732,OR,Pacific,17224359,52,1.8927536653902714e-4,-8.572307637434568
2011,50,50-54,287919,CT,New England,17224359,28,9.724957366481546e-5,-9.23822995938468
2011,50,50-54,322294,KY,East South Central,17224359,92,2.854536541170484e-4,-8.161430874385115
2011,50,50-54,330664,LA,West South Central,17224359,18,5.443592287034573e-5,-9.818486275154088
2011,50,50-54,331175,SC,South Atlantic,17224359,34,1.0266475428398883e-4,-9.1840416909363
2011,50,50-54,348965,AL,East South Central,17224359,28,8.023727307896207e-5,-9.430522399447378
2011,50,50-54,375092,CO,Mountain,17224359,60,1.5996075629445575e-4,-8.74058204597448
2011,50,50-54,409347,MN,West North Central,17224359,41,1.001595223612241e-4,-9.208746419381603
2011,50,50-54,423265,AZ,Mountain,17224359,72,1.7010619824459853e-4,-8.679087620398596
2011,50,50-54,442463,WI,East North Central,17224359,55,1.2430417910650157e-4,-8.992778938882443
2011,50,50-54,448681,MO,West North Central,17224359,64,1.4264031683980377e-4,-8.855184363156923
2011,50,50-54,449798,MD,South Atlantic,17224359,83,1.845272766886469e-4,-8.597713264280237
2011,50,50-54,462646,TN,East South Central,17224359,86,1.858872658576968e-4,-8.590370165541701
2011,50,50-54,476641,IN,East North Central,17224359,49,1.0280273832926669e-4,-9.182698567853752
2011,50,50-54,498553,WA,Pacific,17224359,100,2.0058047990885623e-4,-8.51429499570135
2011,50,50-54,505149,MA,New England,17224359,82,1.6232834272660146e-4,-8.725889466979648
2011,50,50-54,602733,VA,South Atlantic,17224359,70,1.1613765962706539e-4,-9.060734349531613
2011,50,50-54,682097,NC,South Atlantic,17224359,104,1.524709828660733e-4,-8.788536256309682
2011,50,50-54,683572,GA,South Atlantic,17224359,66,9.65516434260034e-5,-9.245432527732767
2011,50,50-54,684264,NJ,Middle Atlantic,17224359,54,7.891690926309144e-5,-9.447115040487397
2011,50,50-54,763463,MI,East North Central,17224359,93,1.218133688207549e-4,-9.013020448278585
2011,50,50-54,886072,OH,East North Central,17224359,200,2.2571529175958614e-4,-8.396236123845785
2011,50,50-54,938783,IL,East North Central,17224359,106,1.1291214263573157e-4,-9.088900540459719
2011,50,50-54,986611,PA,Middle Atlantic,17224359,76,7.703137305381756e-5,-9.471297776835277
2011,50,50-54,1376164,FL,South Atlantic,17224359,215,1.5623137939954832e-4,-8.764172448292182
2011,50,50-54,1436111,NY,Middle Atlantic,17224359,174,1.2116055096019737e-4,-9.018394024438576
2011,50,50-54,1712534,TX,West South Central,17224359,137,7.999841171036604e-5,-9.433503777107903
2011,50,50-54,2602796,CA,Pacific,17224359,323,1.2409731688538017e-4,-8.994444486572613
2011,55,55-59,35288,DC,South Atlantic,13307234,12,3.4005894355021535e-4,-7.986391591996775
2011,55,55-59,41989,WY,Mountain,13307234,6,1.4289456762485412e-4,-8.853403488972504
2011,55,55-59,47503,ND,West North Central,13307234,3,6.315390606909037e-5,-9.669935857254984
2011,55,55-59,49499,VT,New England,13307234,7,1.4141699832319844e-4,-8.863797597277204
2011,55,55-59,51344,AK,Pacific,13307234,6,1.1685883452789031e-4,-9.054543894121583
2011,55,55-59,55989,SD,West North Central,13307234,5,8.930325599671364e-5,-9.32347260941714
2011,55,55-59,60026,DE,South Atlantic,13307234,8,1.332755805817479e-4,-8.92309153899596
2011,55,55-59,73136,RI,New England,13307234,21,2.871362940275651e-4,-8.155553562848102
2011,55,55-59,77113,MT,Mountain,13307234,7,9.077587436618988e-5,-9.307117008474629
2011,55,55-59,94384,HI,Pacific,13307234,9,9.53551449398203e-5,-9.257902268906637
2011,55,55-59,99489,ID,Mountain,13307234,8,8.041089969745399e-5,-9.428360822591621
2011,55,55-59,99572,NH,New England,13307234,15,1.5064475957096373e-4,-8.800586078449589
2011,55,55-59,104633,ME,New England,13307234,8,7.645771410549253e-5,-9.478772726749087
2011,55,55-59,120493,NE,West North Central,13307234,8,6.639389840073697e-5,-9.61990539725934
2011,55,55-59,138712,UT,Mountain,13307234,29,2.0906626679739317e-4,-8.472859290238034
2011,55,55-59,139261,NM,Mountain,13307234,28,2.0106131652077754e-4,-8.51190063910842
2011,55,55-59,139457,WV,South Atlantic,13307234,34,2.4380274923453107e-4,-8.319151064382934
2011,55,55-59,168418,NV,Mountain,13307234,50,2.968803809569048e-4,-8.122181258011109
2011,55,55-59,187257,KS,West North Central,13307234,11,5.874279733200895e-5,-9.742342011059932
2011,55,55-59,188111,AR,West South Central,13307234,7,3.721207159602575e-5,-10.198877344056111
2011,55,55-59,191026,MS,East South Central,13307234,3,1.5704668474448505e-5,-11.06155253475085
2011,55,55-59,208873,IA,West North Central,13307234,17,8.138916949533928e-5,-9.41626834669091
2011,55,55-59,242360,OK,West South Central,13307234,47,1.9392639049348079e-4,-8.548031901348867
2011,55,55-59,250055,CT,New England,13307234,14,5.598768270980384e-5,-9.790378843032673
2011,55,55-59,276121,OR,Pacific,13307234,48,1.7383683240318557e-4,-8.657393443516755
2011,55,55-59,294730,KY,East South Central,13307234,44,1.4928917992739117e-4,-8.809625328065506
2011,55,55-59,301362,LA,West South Central,13307234,8,2.6546147158566775e-5,-10.536625937244898
2011,55,55-59,310229,SC,South Atlantic,13307234,17,5.479822969483833e-5,-9.811852669370833
2011,55,55-59,320429,AL,East South Central,13307234,9,2.808734540256968e-5,-10.480191424604346
2011,55,55-59,339150,CO,Mountain,13307234,33,9.730207872622733e-5,-9.237690204907745
2011,55,55-59,360750,MN,West North Central,13307234,35,9.702009702009702e-5,-9.240592415146704
2011,55,55-59,385605,AZ,Mountain,13307234,61,1.581929694895035e-4,-8.751694944266127
2011,55,55-59,390058,MD,South Atlantic,13307234,47,1.2049490075834876e-4,-9.02390312328707
2011,55,55-59,396598,WI,East North Central,13307234,44,1.109435751062789e-4,-9.10648881827251
2011,55,55-59,400684,MO,West North Central,13307234,41,1.0232502420860328e-4,-9.187356299000413
2011,55,55-59,426041,TN,East South Central,13307234,48,1.1266521297246039e-4,-9.091089853843902
2011,55,55-59,430599,IN,East North Central,13307234,29,6.734804307487942e-5,-9.60563671158231
2011,55,55-59,446385,MA,New England,13307234,53,1.1873158820300861e-4,-9.038645173782013
2011,55,55-59,465881,WA,Pacific,13307234,91,1.9532885007115551e-4,-8.540826009172921
2011,55,55-59,529506,VA,South Atlantic,13307234,35,6.6099345427625e-5,-9.624351713914743
2011,55,55-59,586205,NJ,Middle Atlantic,13307234,42,7.164729062358732e-5,-9.543755218451297
2011,55,55-59,593467,GA,South Atlantic,13307234,34,5.729046433921347e-5,-9.767376364510943
2011,55,55-59,619871,NC,South Atlantic,13307234,50,8.066194417870815e-5,-9.425243665428575
2011,55,55-59,699878,MI,East North Central,13307234,55,7.858512483604285e-5,-9.451328127889266
2011,55,55-59,806601,OH,East North Central,13307234,120,1.4877244139295637e-4,-8.813092658410472
2011,55,55-59,831144,IL,East North Central,13307234,66,7.940862233259218e-5,-9.44090360199757
2011,55,55-59,904029,PA,Middle Atlantic,13307234,58,6.415723389404544e-5,-9.654173707959371
2011,55,55-59,1243021,FL,South Atlantic,13307234,145,1.1665128746819242e-4,-9.056321522539376
2011,55,55-59,1269821,NY,Middle Atlantic,13307234,124,9.765155876300676e-5,-9.234104938014184
2011,55,55-59,1483315,TX,West South Central,13307234,99,6.674239793974982e-5,-9.614670155712782
2011,55,55-59,2282566,CA,Pacific,13307234,239,1.0470672041903717e-4,-9.164347254764351
2011,60,60-64,31479,DC,South Atlantic,10654272,3,9.530162965786715e-5,-9.25846364715791
2011,60,60-64,35079,WY,Mountain,10654272,4,1.1402833604150632e-4,-9.079063578688537
2011,60,60-64,38520,ND,West North Central,10654272,2,5.1921079958463136e-5,-9.865785685352117
2011,60,60-64,39011,AK,Pacific,10654272,4,1.0253518238445566e-4,-9.18530457550496
2011,60,60-64,44085,VT,New England,10654272,1,2.2683452421458545e-5,-10.693874867521128
2011,60,60-64,56085,DE,South Atlantic,10654272,2,3.566015868770616e-5,-10.241476495519379
2011,60,60-64,62631,RI,New England,10654272,6,9.57992048665996e-5,-9.253256172953014
2011,60,60-64,67847,MT,Mountain,10654272,3,4.421713561395493e-5,-10.026398160436841
2011,60,60-64,86303,HI,Pacific,10654272,11,1.2745790992201893e-4,-8.967724366125495
2011,60,60-64,86818,NH,New England,10654272,10,1.1518348729526135e-4,-9.068984159427421
2011,60,60-64,89211,ID,Mountain,10654272,2,2.2418760018383383e-5,-10.705612448790719
2011,60,60-64,95277,ME,New England,10654272,3,3.148713750432948e-5,-10.365931428719277
2011,60,60-64,103017,NE,West North Central,10654272,2,1.9414271430928875e-5,-10.849502121576505
2011,60,60-64,115519,UT,Mountain,10654272,14,1.2119218483539504e-4,-9.018132967964231
2011,60,60-64,127044,NM,Mountain,10654272,12,9.445546424860678e-5,-9.26738211234338
2011,60,60-64,132701,WV,South Atlantic,10654272,17,1.2810755005614126e-4,-8.962640412030716
2011,60,60-64,157633,NV,Mountain,10654272,31,1.9665932894761883e-4,-8.534037620864506
2011,60,60-64,159151,KS,West North Central,10654272,2,1.2566681956129713e-5,-11.284461535511012
2011,60,60-64,169792,MS,East South Central,10654272,3,1.7668676969468528e-5,-10.943717148829302
2011,60,60-64,174785,AR,West South Central,10654272,3,1.7163944274394257e-5,-10.972699637496392
2011,60,60-64,180528,IA,West North Central,10654272,3,1.661792076575379e-5,-11.005028880710118
2011,60,60-64,211709,CT,New England,10654272,7,3.306425329107407e-5,-10.317057820154073
2011,60,60-64,214565,OK,West South Central,10654272,18,8.389066250320416e-5,-9.385996243852665
2011,60,60-64,252993,OR,Pacific,10654272,18,7.114821358693719e-5,-9.550745341446538
2011,60,60-64,258977,LA,West South Central,10654272,8,3.089077408418508e-5,-10.385052991969808
2011,60,60-64,265264,KY,East South Central,10654272,16,6.0317268834067196e-5,-9.715892113239466
2011,60,60-64,289658,AL,East South Central,10654272,3,1.0357041752687653e-5,-11.477843907016073
2011,60,60-64,290332,CO,Mountain,10654272,17,5.8553655814722454e-5,-9.745567030677266
2011,60,60-64,295558,SC,South Atlantic,10654272,9,3.0450875970198743e-5,-10.399395796727934
2011,60,60-64,302188,MN,West North Central,10654272,11,3.640118072193469e-5,-10.220909346431872
2011,60,60-64,336294,MD,South Atlantic,10654272,11,3.270947444795328e-5,-10.327845783557631
2011,60,60-64,337401,WI,East North Central,10654272,17,5.0385150014374586e-5,-9.895814068874534
2011,60,60-64,352916,MO,West North Central,10654272,22,6.23377800949801e-5,-9.68294289390012
2011,60,60-64,369563,AZ,Mountain,10654272,33,8.929465341497931e-5,-9.323568944046915
2011,60,60-64,372332,IN,East North Central,10654272,10,2.685775060967094e-5,-10.52495611536218
2011,60,60-64,389821,TN,East South Central,10654272,23,5.900143912205859e-5,-9.737948722456734
2011,60,60-64,392183,MA,New England,10654272,23,5.8646091238018985e-5,-9.743989630643776
2011,60,60-64,407804,WA,Pacific,10654272,40,9.80863355925886e-5,-9.22966249169022
2011,60,60-64,465438,VA,South Atlantic,10654272,21,4.511879133203563e-5,-10.006211738987092
2011,60,60-64,501435,NJ,Middle Atlantic,10654272,10,1.9942764266554987e-5,-10.822644173823328
2011,60,60-64,524555,GA,South Atlantic,10654272,18,3.431480016394849e-5,-10.27993380519783
2011,60,60-64,566846,NC,South Atlantic,10654272,39,6.880175567967314e-5,-9.584281294750669
2011,60,60-64,606849,MI,East North Central,10654272,25,4.119640965050614e-5,-10.09715944981128
2011,60,60-64,707920,IL,East North Central,10654272,22,3.107695784834445e-5,-10.379043918582916
2011,60,60-64,708885,OH,East North Central,10654272,29,4.0909315333234585e-5,-10.104152762089814
2011,60,60-64,789913,PA,Middle Atlantic,10654272,16,2.025539521440969e-5,-10.807089369556767
2011,60,60-64,1119957,NY,Middle Atlantic,10654272,57,5.0894811140070555e-5,-9.88574958184256
2011,60,60-64,1192033,FL,South Atlantic,10654272,62,5.2011982889735436e-5,-9.864036425742889
2011,60,60-64,1250317,TX,West South Central,10654272,47,3.75904670575542e-5,-10.188760075417381
2011,60,60-64,1939278,CA,Pacific,10654272,144,7.425443902318285e-5,-9.508012997244496
2011,65,65-69,23759,WY,Mountain,9409940,1,4.208931352329643e-5,-10.07571668504879
2011,65,65-69,30528,VT,New England,9409940,1,3.275681341719078e-5,-10.326399574248013
2011,65,65-69,43395,DE,South Atlantic,9409940,3,6.91323885240235e-5,-9.579487217410236
2011,65,65-69,44675,RI,New England,9409940,1,2.238388360380526e-5,-10.70716934002763
2011,65,65-69,47836,MT,Mountain,9409940,1,2.0904757922903253e-5,-10.775533773088698
2011,65,65-69,59849,NH,New England,9409940,1,1.670871693762636e-5,-10.99958000240877
2011,65,65-69,63045,HI,Pacific,9409940,3,4.758505829169641e-5,-9.952991747439217
2011,65,65-69,67424,ME,New England,9409940,2,2.9663028001898435e-5,-10.42560913604397
2011,65,65-69,82543,UT,Mountain,9409940,4,4.845959075875604e-5,-9.934780287540235
2011,65,65-69,91381,NM,Mountain,9409940,7,7.660235716396187e-5,-9.476882709315706
2011,65,65-69,93132,WV,South Atlantic,9409940,6,6.442468754026543e-5,-9.650013651414085
2011,65,65-69,110541,KS,West North Central,9409940,3,2.7139251499443645e-5,-10.51452948317723
2011,65,65-69,120199,NV,Mountain,9409940,16,1.3311258829108396e-4,-8.924315259341302
2011,65,65-69,123091,MS,East South Central,9409940,1,8.124070809401174e-6,-11.72067919820815
2011,65,65-69,126304,IA,West North Central,9409940,3,2.3752216873574867e-5,-10.647834689794465
2011,65,65-69,134974,AR,West South Central,9409940,4,2.963533717604872e-5,-10.426543085159748
2011,65,65-69,156091,CT,New England,9409940,2,1.2813038548026471e-5,-11.26504726893231
2011,65,65-69,161897,OK,West South Central,9409940,6,3.706060025818885e-5,-10.202956140309226
2011,65,65-69,177956,OR,Pacific,9409940,6,3.371619950999123e-5,-10.297532138478198
2011,65,65-69,183068,LA,West South Central,9409940,1,5.462451111062556e-6,-12.117612947502515
2011,65,65-69,189094,KY,East South Central,9409940,10,5.288375093868658e-5,-9.847414431905333
2011,65,65-69,193800,CO,Mountain,9409940,12,6.191950464396285e-5,-9.689675328650802
2011,65,65-69,208724,MN,West North Central,9409940,9,4.3119142983078135e-5,-10.051543506721572
2011,65,65-69,214749,AL,East South Central,9409940,4,1.8626396397654936e-5,-10.890930822138353
2011,65,65-69,224722,SC,South Atlantic,9409940,3,1.3349827787221545e-5,-11.22400707303481
2011,65,65-69,234431,WI,East North Central,9409940,6,2.559388476779948e-5,-10.573157111272067
2011,65,65-69,235827,MD,South Atlantic,9409940,7,2.9682775933205273e-5,-10.424943615291827
2011,65,65-69,260939,MO,West North Central,9409940,4,1.532925319710737e-5,-11.085747581393893
2011,65,65-69,264698,IN,East North Central,9409940,5,1.888945137477427e-5,-10.876906920029088
2011,65,65-69,276696,MA,New England,9409940,4,1.4456298609304074e-5,-11.14438034846101
2011,65,65-69,285244,WA,Pacific,9409940,13,4.557501647712134e-5,-9.996150875861021
2011,65,65-69,288153,TN,East South Central,9409940,10,3.470378583599685e-5,-10.268661775060714
2011,65,65-69,293867,AZ,Mountain,9409940,12,4.083479941606237e-5,-10.105975913225304
2011,65,65-69,333148,VA,South Atlantic,9409940,6,1.8010013567543555e-5,-10.924582645442792
2011,65,65-69,365184,NJ,Middle Atlantic,9409940,2,5.476691202243253e-6,-12.115009434573171
2011,65,65-69,372469,GA,South Atlantic,9409940,2,5.369574380686715e-6,-12.134761911302197
2011,65,65-69,420141,NC,South Atlantic,9409940,13,3.0941993283207306e-5,-10.383396290744297
2011,65,65-69,430766,MI,East North Central,9409940,11,2.5535905805007822e-5,-10.575425025417346
2011,65,65-69,488216,OH,East North Central,9409940,16,3.277237943860914e-5,-10.32592448761768
2011,65,65-69,499424,IL,East North Central,9409940,9,1.8020759915422567e-5,-10.92398613600606
2011,65,65-69,565008,PA,Middle Atlantic,9409940,10,1.7698864440857473e-5,-10.942010076326326
2011,65,65-69,800266,NY,Middle Atlantic,9409940,10,1.2495845131493779e-5,-11.290114358390143
2011,65,65-69,890136,TX,West South Central,9409940,18,2.0221629054436625e-5,-10.808757781126818
2011,65,65-69,990290,FL,South Atlantic,9409940,34,3.433337709155904e-5,-10.279392583892133
2011,65,65-69,1369739,CA,Pacific,9409940,49,3.577323855128605e-5,-10.23831047059526
2011,70,70-74,20854,ND,West North Central,8725574,1,4.795243118826125e-5,-9.945301055349539
2011,70,70-74,32185,DE,South Atlantic,8725574,1,3.1070374398011494e-5,-10.379255784486716
2011,70,70-74,41292,NH,New England,8725574,1,2.4217766153250023e-5,-10.62842405558548
2011,70,70-74,48844,ID,Mountain,8725574,1,2.0473343706494146e-5,-10.796386824952913
2011,70,70-74,61244,UT,Mountain,8725574,2,3.265626020508131e-5,-10.329473983865041
2011,70,70-74,68496,NM,Mountain,8725574,1,1.4599392665265124e-5,-11.134530628384727
2011,70,70-74,73249,WV,South Atlantic,8725574,2,2.7304127018798892e-5,-10.508472694349047
2011,70,70-74,87213,NV,Mountain,8725574,2,2.293236100122688e-5,-10.682961500794232
2011,70,70-74,101396,IA,West North Central,8725574,1,9.862321985088169e-6,-11.526788921629382
2011,70,70-74,124419,OK,West South Central,8725574,3,2.4112072914908495e-5,-10.632797892075562
2011,70,70-74,127060,OR,Pacific,8725574,6,4.7221784983472376e-5,-9.96065522559247
2011,70,70-74,134555,CO,Mountain,8725574,2,1.486381033778009e-5,-11.116581135811384
2011,70,70-74,138169,LA,West South Central,8725574,3,2.1712540439606568e-5,-10.737620563895316
2011,70,70-74,144406,KY,East South Central,8725574,1,6.9249200171738015e-6,-11.880384055824171
2011,70,70-74,157703,MN,West North Central,8725574,4,2.536413384653431e-5,-10.582174435112565
2011,70,70-74,162202,SC,South Atlantic,8725574,1,6.165152094302166e-6,-11.996597751043657
2011,70,70-74,164567,AL,East South Central,8725574,3,1.822965722167871e-5,-10.912460772430256
2011,70,70-74,167175,MD,South Atlantic,8725574,1,5.98175564528189e-6,-12.02679644692218
2011,70,70-74,177356,WI,East North Central,8725574,3,1.6915131148650174e-5,-10.987302002368212
2011,70,70-74,196911,WA,Pacific,8725574,5,2.5392182254927354e-5,-10.58106921655446
2011,70,70-74,197967,MA,New England,8725574,3,1.5154040824985983e-5,-11.097243340451463
2011,70,70-74,199489,IN,East North Central,8725574,2,1.0025615447468282e-5,-11.510367195387351
2011,70,70-74,213742,TN,East South Central,8725574,3,1.4035613028791721e-5,-11.173912670529909
2011,70,70-74,226833,AZ,Mountain,8725574,7,3.0859707361803616e-5,-10.38605919384144
2011,70,70-74,263552,GA,South Atlantic,8725574,7,2.656022340942205e-5,-10.536095821892093
2011,70,70-74,267179,NJ,Middle Atlantic,8725574,1,3.7428091279629013e-6,-12.49567412474168
2011,70,70-74,306044,NC,South Atlantic,8725574,2,6.535008038059887e-6,-11.938336980887332
