MEASURE,Interstate Migration,SEX_ABS,Sex,AGE,Age,ASGS_2011,Region,FREQUENCY,Frequency,TIME,Time,Value
2,NIM Departures,1,Males,A30,30 - 34,6,Tasmania,A,Annual,2017,2017,560
2,NIM Departures,2,Females,A30,30 - 34,6,Tasmania,A,Annual,2017,2017,540
2,NIM Departures,3,Persons,A30,30 - 34,6,Tasmania,A,Annual,2017,2017,1100
3,NET Interstate,1,Males,A30,30 - 34,6,Tasmania,A,Annual,2017,2017,80
3,NET Interstate,2,Females,A30,30 - 34,6,Tasmania,A,Annual,2017,2017,140
3,NET Interstate,3,Persons,A30,30 - 34,6,Tasmania,A,Annual,2017,2017,220
1,NIM Arrivals,1,Males,A30,30 - 34,7,Northern Territory,A,Annual,2017,2017,1160
1,NIM Arrivals,2,Females,A30,30 - 34,7,Northern Territory,A,Annual,2017,2017,910
1,NIM Arrivals,3,Persons,A30,30 - 34,7,Northern Territory,A,Annual,2017,2017,2070
2,NIM Departures,1,Males,A30,30 - 34,7,Northern Territory,A,Annual,2017,2017,1230
2,NIM Departures,2,Females,A30,30 - 34,7,Northern Territory,A,Annual,2017,2017,1050
2,NIM Departures,3,Persons,A30,30 - 34,7,Northern Territory,A,Annual,2017,2017,2280
3,NET Interstate,1,Males,A30,30 - 34,7,Northern Territory,A,Annual,2017,2017,-70
3,NET Interstate,2,Females,A30,30 - 34,7,Northern Territory,A,Annual,2017,2017,-150
3,NET Interstate,3,Persons,A30,30 - 34,7,Northern Territory,A,Annual,2017,2017,-210
1,NIM Arrivals,1,Males,A30,30 - 34,8,Australian Capital Territory,A,Annual,2017,2017,1300
1,NIM Arrivals,2,Females,A30,30 - 34,8,Australian Capital Territory,A,Annual,2017,2017,1240
1,NIM Arrivals,3,Persons,A30,30 - 34,8,Australian Capital Territory,A,Annual,2017,2017,2540
2,NIM Departures,1,Males,A30,30 - 34,8,Australian Capital Territory,A,Annual,2017,2017,1200
2,NIM Departures,2,Females,A30,30 - 34,8,Australian Capital Territory,A,Annual,2017,2017,1300
2,NIM Departures,3,Persons,A30,30 - 34,8,Australian Capital Territory,A,Annual,2017,2017,2490
3,NET Interstate,1,Males,A30,30 - 34,8,Australian Capital Territory,A,Annual,2017,2017,110
3,NET Interstate,2,Females,A30,30 - 34,8,Australian Capital Territory,A,Annual,2017,2017,-60
3,NET Interstate,3,Persons,A30,30 - 34,8,Australian Capital Territory,A,Annual,2017,2017,50
1,NIM Arrivals,1,Males,A30,30 - 34,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,2,Females,A30,30 - 34,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,3,Persons,A30,30 - 34,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,1,Males,A30,30 - 34,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,2,Females,A30,30 - 34,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,3,Persons,A30,30 - 34,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,1,Males,A30,30 - 34,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A30,30 - 34,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A30,30 - 34,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A35,35 - 39,0,Australia,A,Annual,2017,2017,17130
1,NIM Arrivals,2,Females,A35,35 - 39,0,Australia,A,Annual,2017,2017,15660
1,NIM Arrivals,3,Persons,A35,35 - 39,0,Australia,A,Annual,2017,2017,32790
2,NIM Departures,1,Males,A35,35 - 39,0,Australia,A,Annual,2017,2017,17130
2,NIM Departures,2,Females,A35,35 - 39,0,Australia,A,Annual,2017,2017,15660
2,NIM Departures,3,Persons,A35,35 - 39,0,Australia,A,Annual,2017,2017,32790
3,NET Interstate,1,Males,A35,35 - 39,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A35,35 - 39,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A35,35 - 39,0,Australia,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A35,35 - 39,1,New South Wales,A,Annual,2017,2017,4330
1,NIM Arrivals,2,Females,A35,35 - 39,1,New South Wales,A,Annual,2017,2017,3810
1,NIM Arrivals,3,Persons,A35,35 - 39,1,New South Wales,A,Annual,2017,2017,8150
2,NIM Departures,1,Males,A35,35 - 39,1,New South Wales,A,Annual,2017,2017,4980
2,NIM Departures,2,Females,A35,35 - 39,1,New South Wales,A,Annual,2017,2017,4730
2,NIM Departures,3,Persons,A35,35 - 39,1,New South Wales,A,Annual,2017,2017,9710
3,NET Interstate,1,Males,A35,35 - 39,1,New South Wales,A,Annual,2017,2017,-650
3,NET Interstate,2,Females,A35,35 - 39,1,New South Wales,A,Annual,2017,2017,-910
3,NET Interstate,3,Persons,A35,35 - 39,1,New South Wales,A,Annual,2017,2017,-1560
1,NIM Arrivals,1,Males,A35,35 - 39,2,Victoria,A,Annual,2017,2017,4070
1,NIM Arrivals,2,Females,A35,35 - 39,2,Victoria,A,Annual,2017,2017,3410
1,NIM Arrivals,3,Persons,A35,35 - 39,2,Victoria,A,Annual,2017,2017,7480
2,NIM Departures,1,Males,A35,35 - 39,2,Victoria,A,Annual,2017,2017,3200
2,NIM Departures,2,Females,A35,35 - 39,2,Victoria,A,Annual,2017,2017,3050
2,NIM Departures,3,Persons,A35,35 - 39,2,Victoria,A,Annual,2017,2017,6250
3,NET Interstate,1,Males,A35,35 - 39,2,Victoria,A,Annual,2017,2017,870
3,NET Interstate,2,Females,A35,35 - 39,2,Victoria,A,Annual,2017,2017,360
3,NET Interstate,3,Persons,A35,35 - 39,2,Victoria,A,Annual,2017,2017,1230
1,NIM Arrivals,1,Males,A35,35 - 39,3,Queensland,A,Annual,2017,2017,4370
1,NIM Arrivals,2,Females,A35,35 - 39,3,Queensland,A,Annual,2017,2017,4380
1,NIM Arrivals,3,Persons,A35,35 - 39,3,Queensland,A,Annual,2017,2017,8750
2,NIM Departures,1,Males,A35,35 - 39,3,Queensland,A,Annual,2017,2017,3410
2,NIM Departures,2,Females,A35,35 - 39,3,Queensland,A,Annual,2017,2017,3000
2,NIM Departures,3,Persons,A35,35 - 39,3,Queensland,A,Annual,2017,2017,6410
3,NET Interstate,1,Males,A35,35 - 39,3,Queensland,A,Annual,2017,2017,960
3,NET Interstate,2,Females,A35,35 - 39,3,Queensland,A,Annual,2017,2017,1380
3,NET Interstate,3,Persons,A35,35 - 39,3,Queensland,A,Annual,2017,2017,2340
1,NIM Arrivals,1,Males,A35,35 - 39,4,South Australia,A,Annual,2017,2017,1030
1,NIM Arrivals,2,Females,A35,35 - 39,4,South Australia,A,Annual,2017,2017,950
1,NIM Arrivals,3,Persons,A35,35 - 39,4,South Australia,A,Annual,2017,2017,1970
2,NIM Departures,1,Males,A35,35 - 39,4,South Australia,A,Annual,2017,2017,1380
2,NIM Departures,2,Females,A35,35 - 39,4,South Australia,A,Annual,2017,2017,1170
2,NIM Departures,3,Persons,A35,35 - 39,4,South Australia,A,Annual,2017,2017,2540
3,NET Interstate,1,Males,A35,35 - 39,4,South Australia,A,Annual,2017,2017,-350
3,NET Interstate,2,Females,A35,35 - 39,4,South Australia,A,Annual,2017,2017,-220
3,NET Interstate,3,Persons,A35,35 - 39,4,South Australia,A,Annual,2017,2017,-570
1,NIM Arrivals,1,Males,A35,35 - 39,5,Western Australia,A,Annual,2017,2017,1320
1,NIM Arrivals,2,Females,A35,35 - 39,5,Western Australia,A,Annual,2017,2017,1150
1,NIM Arrivals,3,Persons,A35,35 - 39,5,Western Australia,A,Annual,2017,2017,2470
2,NIM Departures,1,Males,A35,35 - 39,5,Western Australia,A,Annual,2017,2017,2030
2,NIM Departures,2,Females,A35,35 - 39,5,Western Australia,A,Annual,2017,2017,1780
2,NIM Departures,3,Persons,A35,35 - 39,5,Western Australia,A,Annual,2017,2017,3810
3,NET Interstate,1,Males,A35,35 - 39,5,Western Australia,A,Annual,2017,2017,-710
3,NET Interstate,2,Females,A35,35 - 39,5,Western Australia,A,Annual,2017,2017,-620
3,NET Interstate,3,Persons,A35,35 - 39,5,Western Australia,A,Annual,2017,2017,-1330
1,NIM Arrivals,1,Males,A35,35 - 39,6,Tasmania,A,Annual,2017,2017,490
1,NIM Arrivals,2,Females,A35,35 - 39,6,Tasmania,A,Annual,2017,2017,530
1,NIM Arrivals,3,Persons,A35,35 - 39,6,Tasmania,A,Annual,2017,2017,1020
2,NIM Departures,1,Males,A35,35 - 39,6,Tasmania,A,Annual,2017,2017,380
2,NIM Departures,2,Females,A35,35 - 39,6,Tasmania,A,Annual,2017,2017,360
2,NIM Departures,3,Persons,A35,35 - 39,6,Tasmania,A,Annual,2017,2017,740
3,NET Interstate,1,Males,A35,35 - 39,6,Tasmania,A,Annual,2017,2017,110
3,NET Interstate,2,Females,A35,35 - 39,6,Tasmania,A,Annual,2017,2017,170
3,NET Interstate,3,Persons,A35,35 - 39,6,Tasmania,A,Annual,2017,2017,280
1,NIM Arrivals,1,Males,A35,35 - 39,7,Northern Territory,A,Annual,2017,2017,560
1,NIM Arrivals,2,Females,A35,35 - 39,7,Northern Territory,A,Annual,2017,2017,540
1,NIM Arrivals,3,Persons,A35,35 - 39,7,Northern Territory,A,Annual,2017,2017,1090
2,NIM Departures,1,Males,A35,35 - 39,7,Northern Territory,A,Annual,2017,2017,840
2,NIM Departures,2,Females,A35,35 - 39,7,Northern Territory,A,Annual,2017,2017,770
2,NIM Departures,3,Persons,A35,35 - 39,7,Northern Territory,A,Annual,2017,2017,1600
3,NET Interstate,1,Males,A35,35 - 39,7,Northern Territory,A,Annual,2017,2017,-280
3,NET Interstate,2,Females,A35,35 - 39,7,Northern Territory,A,Annual,2017,2017,-230
3,NET Interstate,3,Persons,A35,35 - 39,7,Northern Territory,A,Annual,2017,2017,-510
1,NIM Arrivals,1,Males,A35,35 - 39,8,Australian Capital Territory,A,Annual,2017,2017,970
1,NIM Arrivals,2,Females,A35,35 - 39,8,Australian Capital Territory,A,Annual,2017,2017,890
1,NIM Arrivals,3,Persons,A35,35 - 39,8,Australian Capital Territory,A,Annual,2017,2017,1860
2,NIM Departures,1,Males,A35,35 - 39,8,Australian Capital Territory,A,Annual,2017,2017,920
2,NIM Departures,2,Females,A35,35 - 39,8,Australian Capital Territory,A,Annual,2017,2017,820
2,NIM Departures,3,Persons,A35,35 - 39,8,Australian Capital Territory,A,Annual,2017,2017,1740
3,NET Interstate,1,Males,A35,35 - 39,8,Australian Capital Territory,A,Annual,2017,2017,50
3,NET Interstate,2,Females,A35,35 - 39,8,Australian Capital Territory,A,Annual,2017,2017,70
3,NET Interstate,3,Persons,A35,35 - 39,8,Australian Capital Territory,A,Annual,2017,2017,130
1,NIM Arrivals,1,Males,A35,35 - 39,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,2,Females,A35,35 - 39,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,3,Persons,A35,35 - 39,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,1,Males,A35,35 - 39,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,2,Females,A35,35 - 39,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,3,Persons,A35,35 - 39,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,1,Males,A35,35 - 39,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A35,35 - 39,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A35,35 - 39,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A40,40 - 44,0,Australia,A,Annual,2017,2017,12530
1,NIM Arrivals,2,Females,A40,40 - 44,0,Australia,A,Annual,2017,2017,11120
1,NIM Arrivals,3,Persons,A40,40 - 44,0,Australia,A,Annual,2017,2017,23640
2,NIM Departures,1,Males,A40,40 - 44,0,Australia,A,Annual,2017,2017,12530
2,NIM Departures,2,Females,A40,40 - 44,0,Australia,A,Annual,2017,2017,11120
2,NIM Departures,3,Persons,A40,40 - 44,0,Australia,A,Annual,2017,2017,23640
3,NET Interstate,1,Males,A40,40 - 44,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A40,40 - 44,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A40,40 - 44,0,Australia,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A40,40 - 44,1,New South Wales,A,Annual,2017,2017,3040
1,NIM Arrivals,2,Females,A40,40 - 44,1,New South Wales,A,Annual,2017,2017,2590
1,NIM Arrivals,3,Persons,A40,40 - 44,1,New South Wales,A,Annual,2017,2017,5630
2,NIM Departures,1,Males,A40,40 - 44,1,New South Wales,A,Annual,2017,2017,3620
2,NIM Departures,2,Females,A40,40 - 44,1,New South Wales,A,Annual,2017,2017,3390
2,NIM Departures,3,Persons,A40,40 - 44,1,New South Wales,A,Annual,2017,2017,7000
3,NET Interstate,1,Males,A40,40 - 44,1,New South Wales,A,Annual,2017,2017,-580
3,NET Interstate,2,Females,A40,40 - 44,1,New South Wales,A,Annual,2017,2017,-800
3,NET Interstate,3,Persons,A40,40 - 44,1,New South Wales,A,Annual,2017,2017,-1370
1,NIM Arrivals,1,Males,A40,40 - 44,2,Victoria,A,Annual,2017,2017,2670
1,NIM Arrivals,2,Females,A40,40 - 44,2,Victoria,A,Annual,2017,2017,2290
1,NIM Arrivals,3,Persons,A40,40 - 44,2,Victoria,A,Annual,2017,2017,4970
2,NIM Departures,1,Males,A40,40 - 44,2,Victoria,A,Annual,2017,2017,2400
2,NIM Departures,2,Females,A40,40 - 44,2,Victoria,A,Annual,2017,2017,2090
2,NIM Departures,3,Persons,A40,40 - 44,2,Victoria,A,Annual,2017,2017,4490
3,NET Interstate,1,Males,A40,40 - 44,2,Victoria,A,Annual,2017,2017,280
3,NET Interstate,2,Females,A40,40 - 44,2,Victoria,A,Annual,2017,2017,200
3,NET Interstate,3,Persons,A40,40 - 44,2,Victoria,A,Annual,2017,2017,480
1,NIM Arrivals,1,Males,A40,40 - 44,3,Queensland,A,Annual,2017,2017,3520
1,NIM Arrivals,2,Females,A40,40 - 44,3,Queensland,A,Annual,2017,2017,3380
1,NIM Arrivals,3,Persons,A40,40 - 44,3,Queensland,A,Annual,2017,2017,6900
2,NIM Departures,1,Males,A40,40 - 44,3,Queensland,A,Annual,2017,2017,2570
2,NIM Departures,2,Females,A40,40 - 44,3,Queensland,A,Annual,2017,2017,2230
2,NIM Departures,3,Persons,A40,40 - 44,3,Queensland,A,Annual,2017,2017,4800
3,NET Interstate,1,Males,A40,40 - 44,3,Queensland,A,Annual,2017,2017,950
3,NET Interstate,2,Females,A40,40 - 44,3,Queensland,A,Annual,2017,2017,1150
3,NET Interstate,3,Persons,A40,40 - 44,3,Queensland,A,Annual,2017,2017,2100
1,NIM Arrivals,1,Males,A40,40 - 44,4,South Australia,A,Annual,2017,2017,760
1,NIM Arrivals,2,Females,A40,40 - 44,4,South Australia,A,Annual,2017,2017,700
1,NIM Arrivals,3,Persons,A40,40 - 44,4,South Australia,A,Annual,2017,2017,1460
2,NIM Departures,1,Males,A40,40 - 44,4,South Australia,A,Annual,2017,2017,1010
2,NIM Departures,2,Females,A40,40 - 44,4,South Australia,A,Annual,2017,2017,850
2,NIM Departures,3,Persons,A40,40 - 44,4,South Australia,A,Annual,2017,2017,1850
3,NET Interstate,1,Males,A40,40 - 44,4,South Australia,A,Annual,2017,2017,-250
3,NET Interstate,2,Females,A40,40 - 44,4,South Australia,A,Annual,2017,2017,-150
3,NET Interstate,3,Persons,A40,40 - 44,4,South Australia,A,Annual,2017,2017,-390
1,NIM Arrivals,1,Males,A40,40 - 44,5,Western Australia,A,Annual,2017,2017,980
1,NIM Arrivals,2,Females,A40,40 - 44,5,Western Australia,A,Annual,2017,2017,860
1,NIM Arrivals,3,Persons,A40,40 - 44,5,Western Australia,A,Annual,2017,2017,1840
2,NIM Departures,1,Males,A40,40 - 44,5,Western Australia,A,Annual,2017,2017,1400
2,NIM Departures,2,Females,A40,40 - 44,5,Western Australia,A,Annual,2017,2017,1200
2,NIM Departures,3,Persons,A40,40 - 44,5,Western Australia,A,Annual,2017,2017,2600
3,NET Interstate,1,Males,A40,40 - 44,5,Western Australia,A,Annual,2017,2017,-420
3,NET Interstate,2,Females,A40,40 - 44,5,Western Australia,A,Annual,2017,2017,-340
3,NET Interstate,3,Persons,A40,40 - 44,5,Western Australia,A,Annual,2017,2017,-760
1,NIM Arrivals,1,Males,A40,40 - 44,6,Tasmania,A,Annual,2017,2017,420
1,NIM Arrivals,2,Females,A40,40 - 44,6,Tasmania,A,Annual,2017,2017,400
1,NIM Arrivals,3,Persons,A40,40 - 44,6,Tasmania,A,Annual,2017,2017,830
2,NIM Departures,1,Males,A40,40 - 44,6,Tasmania,A,Annual,2017,2017,320
2,NIM Departures,2,Females,A40,40 - 44,6,Tasmania,A,Annual,2017,2017,310
2,NIM Departures,3,Persons,A40,40 - 44,6,Tasmania,A,Annual,2017,2017,620
3,NET Interstate,1,Males,A40,40 - 44,6,Tasmania,A,Annual,2017,2017,110
3,NET Interstate,2,Females,A40,40 - 44,6,Tasmania,A,Annual,2017,2017,100
3,NET Interstate,3,Persons,A40,40 - 44,6,Tasmania,A,Annual,2017,2017,200
1,NIM Arrivals,1,Males,A40,40 - 44,7,Northern Territory,A,Annual,2017,2017,430
1,NIM Arrivals,2,Females,A40,40 - 44,7,Northern Territory,A,Annual,2017,2017,320
1,NIM Arrivals,3,Persons,A40,40 - 44,7,Northern Territory,A,Annual,2017,2017,750
2,NIM Departures,1,Males,A40,40 - 44,7,Northern Territory,A,Annual,2017,2017,570
2,NIM Departures,2,Females,A40,40 - 44,7,Northern Territory,A,Annual,2017,2017,500
2,NIM Departures,3,Persons,A40,40 - 44,7,Northern Territory,A,Annual,2017,2017,1070
3,NET Interstate,1,Males,A40,40 - 44,7,Northern Territory,A,Annual,2017,2017,-140
3,NET Interstate,2,Females,A40,40 - 44,7,Northern Territory,A,Annual,2017,2017,-180
3,NET Interstate,3,Persons,A40,40 - 44,7,Northern Territory,A,Annual,2017,2017,-320
1,NIM Arrivals,1,Males,A40,40 - 44,8,Australian Capital Territory,A,Annual,2017,2017,690
1,NIM Arrivals,2,Females,A40,40 - 44,8,Australian Capital Territory,A,Annual,2017,2017,570
1,NIM Arrivals,3,Persons,A40,40 - 44,8,Australian Capital Territory,A,Annual,2017,2017,1260
2,NIM Departures,1,Males,A40,40 - 44,8,Australian Capital Territory,A,Annual,2017,2017,650
2,NIM Departures,2,Females,A40,40 - 44,8,Australian Capital Territory,A,Annual,2017,2017,570
2,NIM Departures,3,Persons,A40,40 - 44,8,Australian Capital Territory,A,Annual,2017,2017,1210
3,NET Interstate,1,Males,A40,40 - 44,8,Australian Capital Territory,A,Annual,2017,2017,50
3,NET Interstate,2,Females,A40,40 - 44,8,Australian Capital Territory,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A40,40 - 44,8,Australian Capital Territory,A,Annual,2017,2017,50
1,NIM Arrivals,1,Males,A40,40 - 44,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,2,Females,A40,40 - 44,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,3,Persons,A40,40 - 44,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,1,Males,A40,40 - 44,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,2,Females,A40,40 - 44,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,3,Persons,A40,40 - 44,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,1,Males,A40,40 - 44,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A40,40 - 44,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A40,40 - 44,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A45,45 - 49,0,Australia,A,Annual,2017,2017,10210
1,NIM Arrivals,2,Females,A45,45 - 49,0,Australia,A,Annual,2017,2017,9070
1,NIM Arrivals,3,Persons,A45,45 - 49,0,Australia,A,Annual,2017,2017,19280
2,NIM Departures,1,Males,A45,45 - 49,0,Australia,A,Annual,2017,2017,10210
2,NIM Departures,2,Females,A45,45 - 49,0,Australia,A,Annual,2017,2017,9070
2,NIM Departures,3,Persons,A45,45 - 49,0,Australia,A,Annual,2017,2017,19280
3,NET Interstate,1,Males,A45,45 - 49,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A45,45 - 49,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A45,45 - 49,0,Australia,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A45,45 - 49,1,New South Wales,A,Annual,2017,2017,2530
1,NIM Arrivals,2,Females,A45,45 - 49,1,New South Wales,A,Annual,2017,2017,2170
1,NIM Arrivals,3,Persons,A45,45 - 49,1,New South Wales,A,Annual,2017,2017,4710
2,NIM Departures,1,Males,A45,45 - 49,1,New South Wales,A,Annual,2017,2017,2850
2,NIM Departures,2,Females,A45,45 - 49,1,New South Wales,A,Annual,2017,2017,2660
2,NIM Departures,3,Persons,A45,45 - 49,1,New South Wales,A,Annual,2017,2017,5500
3,NET Interstate,1,Males,A45,45 - 49,1,New South Wales,A,Annual,2017,2017,-310
3,NET Interstate,2,Females,A45,45 - 49,1,New South Wales,A,Annual,2017,2017,-490
3,NET Interstate,3,Persons,A45,45 - 49,1,New South Wales,A,Annual,2017,2017,-800
1,NIM Arrivals,1,Males,A45,45 - 49,2,Victoria,A,Annual,2017,2017,1990
1,NIM Arrivals,2,Females,A45,45 - 49,2,Victoria,A,Annual,2017,2017,1790
1,NIM Arrivals,3,Persons,A45,45 - 49,2,Victoria,A,Annual,2017,2017,3780
2,NIM Departures,1,Males,A45,45 - 49,2,Victoria,A,Annual,2017,2017,1840
2,NIM Departures,2,Females,A45,45 - 49,2,Victoria,A,Annual,2017,2017,1660
2,NIM Departures,3,Persons,A45,45 - 49,2,Victoria,A,Annual,2017,2017,3500
3,NET Interstate,1,Males,A45,45 - 49,2,Victoria,A,Annual,2017,2017,150
3,NET Interstate,2,Females,A45,45 - 49,2,Victoria,A,Annual,2017,2017,130
3,NET Interstate,3,Persons,A45,45 - 49,2,Victoria,A,Annual,2017,2017,280
1,NIM Arrivals,1,Males,A45,45 - 49,3,Queensland,A,Annual,2017,2017,2870
1,NIM Arrivals,2,Females,A45,45 - 49,3,Queensland,A,Annual,2017,2017,2750
1,NIM Arrivals,3,Persons,A45,45 - 49,3,Queensland,A,Annual,2017,2017,5630
2,NIM Departures,1,Males,A45,45 - 49,3,Queensland,A,Annual,2017,2017,2240
2,NIM Departures,2,Females,A45,45 - 49,3,Queensland,A,Annual,2017,2017,1990
2,NIM Departures,3,Persons,A45,45 - 49,3,Queensland,A,Annual,2017,2017,4220
3,NET Interstate,1,Males,A45,45 - 49,3,Queensland,A,Annual,2017,2017,640
3,NET Interstate,2,Females,A45,45 - 49,3,Queensland,A,Annual,2017,2017,770
3,NET Interstate,3,Persons,A45,45 - 49,3,Queensland,A,Annual,2017,2017,1400
1,NIM Arrivals,1,Males,A45,45 - 49,4,South Australia,A,Annual,2017,2017,670
1,NIM Arrivals,2,Females,A45,45 - 49,4,South Australia,A,Annual,2017,2017,580
1,NIM Arrivals,3,Persons,A45,45 - 49,4,South Australia,A,Annual,2017,2017,1250
2,NIM Departures,1,Males,A45,45 - 49,4,South Australia,A,Annual,2017,2017,800
2,NIM Departures,2,Females,A45,45 - 49,4,South Australia,A,Annual,2017,2017,680
2,NIM Departures,3,Persons,A45,45 - 49,4,South Australia,A,Annual,2017,2017,1480
3,NET Interstate,1,Males,A45,45 - 49,4,South Australia,A,Annual,2017,2017,-140
3,NET Interstate,2,Females,A45,45 - 49,4,South Australia,A,Annual,2017,2017,-100
3,NET Interstate,3,Persons,A45,45 - 49,4,South Australia,A,Annual,2017,2017,-240
1,NIM Arrivals,1,Males,A45,45 - 49,5,Western Australia,A,Annual,2017,2017,810
1,NIM Arrivals,2,Females,A45,45 - 49,5,Western Australia,A,Annual,2017,2017,640
1,NIM Arrivals,3,Persons,A45,45 - 49,5,Western Australia,A,Annual,2017,2017,1450
2,NIM Departures,1,Males,A45,45 - 49,5,Western Australia,A,Annual,2017,2017,1150
2,NIM Departures,2,Females,A45,45 - 49,5,Western Australia,A,Annual,2017,2017,950
2,NIM Departures,3,Persons,A45,45 - 49,5,Western Australia,A,Annual,2017,2017,2100
3,NET Interstate,1,Males,A45,45 - 49,5,Western Australia,A,Annual,2017,2017,-340
3,NET Interstate,2,Females,A45,45 - 49,5,Western Australia,A,Annual,2017,2017,-300
3,NET Interstate,3,Persons,A45,45 - 49,5,Western Australia,A,Annual,2017,2017,-650
1,NIM Arrivals,1,Males,A45,45 - 49,6,Tasmania,A,Annual,2017,2017,410
1,NIM Arrivals,2,Females,A45,45 - 49,6,Tasmania,A,Annual,2017,2017,390
1,NIM Arrivals,3,Persons,A45,45 - 49,6,Tasmania,A,Annual,2017,2017,800
2,NIM Departures,1,Males,A45,45 - 49,6,Tasmania,A,Annual,2017,2017,310
2,NIM Departures,2,Females,A45,45 - 49,6,Tasmania,A,Annual,2017,2017,300
2,NIM Departures,3,Persons,A45,45 - 49,6,Tasmania,A,Annual,2017,2017,610
3,NET Interstate,1,Males,A45,45 - 49,6,Tasmania,A,Annual,2017,2017,100
3,NET Interstate,2,Females,A45,45 - 49,6,Tasmania,A,Annual,2017,2017,90
3,NET Interstate,3,Persons,A45,45 - 49,6,Tasmania,A,Annual,2017,2017,190
1,NIM Arrivals,1,Males,A45,45 - 49,7,Northern Territory,A,Annual,2017,2017,390
1,NIM Arrivals,2,Females,A45,45 - 49,7,Northern Territory,A,Annual,2017,2017,280
1,NIM Arrivals,3,Persons,A45,45 - 49,7,Northern Territory,A,Annual,2017,2017,670
2,NIM Departures,1,Males,A45,45 - 49,7,Northern Territory,A,Annual,2017,2017,480
2,NIM Departures,2,Females,A45,45 - 49,7,Northern Territory,A,Annual,2017,2017,400
2,NIM Departures,3,Persons,A45,45 - 49,7,Northern Territory,A,Annual,2017,2017,870
3,NET Interstate,1,Males,A45,45 - 49,7,Northern Territory,A,Annual,2017,2017,-90
3,NET Interstate,2,Females,A45,45 - 49,7,Northern Territory,A,Annual,2017,2017,-120
3,NET Interstate,3,Persons,A45,45 - 49,7,Northern Territory,A,Annual,2017,2017,-210
1,NIM Arrivals,1,Males,A45,45 - 49,8,Australian Capital Territory,A,Annual,2017,2017,560
1,NIM Arrivals,2,Females,A45,45 - 49,8,Australian Capital Territory,A,Annual,2017,2017,460
1,NIM Arrivals,3,Persons,A45,45 - 49,8,Australian Capital Territory,A,Annual,2017,2017,1010
2,NIM Departures,1,Males,A45,45 - 49,8,Australian Capital Territory,A,Annual,2017,2017,560
2,NIM Departures,2,Females,A45,45 - 49,8,Australian Capital Territory,A,Annual,2017,2017,450
2,NIM Departures,3,Persons,A45,45 - 49,8,Australian Capital Territory,A,Annual,2017,2017,1000
3,NET Interstate,1,Males,A45,45 - 49,8,Australian Capital Territory,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A45,45 - 49,8,Australian Capital Territory,A,Annual,2017,2017,10
3,NET Interstate,3,Persons,A45,45 - 49,8,Australian Capital Territory,A,Annual,2017,2017,10
1,NIM Arrivals,1,Males,A45,45 - 49,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,2,Females,A45,45 - 49,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,3,Persons,A45,45 - 49,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,1,Males,A45,45 - 49,9,Other Territories,A,Annual,2017,2017,0
