MEASURE,Interstate Migration,SEX_ABS,Sex,AGE,Age,ASGS_2011,Region,FREQUENCY,Frequency,TIME,Time,Value
1,NIM Arrivals,1,Males,A04,0 - 4,0,Australia,A,Annual,2017,2017,16070
1,NIM Arrivals,2,Females,A04,0 - 4,0,Australia,A,Annual,2017,2017,14890
1,NIM Arrivals,3,Persons,A04,0 - 4,0,Australia,A,Annual,2017,2017,30960
2,NIM Departures,1,Males,A04,0 - 4,0,Australia,A,Annual,2017,2017,16070
2,NIM Departures,2,Females,A04,0 - 4,0,Australia,A,Annual,2017,2017,14890
2,NIM Departures,3,Persons,A04,0 - 4,0,Australia,A,Annual,2017,2017,30960
3,NET Interstate,1,Males,A04,0 - 4,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A04,0 - 4,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A04,0 - 4,0,Australia,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A04,0 - 4,1,New South Wales,A,Annual,2017,2017,3940
1,NIM Arrivals,2,Females,A04,0 - 4,1,New South Wales,A,Annual,2017,2017,3620
1,NIM Arrivals,3,Persons,A04,0 - 4,1,New South Wales,A,Annual,2017,2017,7560
2,NIM Departures,1,Males,A04,0 - 4,1,New South Wales,A,Annual,2017,2017,5050
2,NIM Departures,2,Females,A04,0 - 4,1,New South Wales,A,Annual,2017,2017,4720
2,NIM Departures,3,Persons,A04,0 - 4,1,New South Wales,A,Annual,2017,2017,9770
3,NET Interstate,1,Males,A04,0 - 4,1,New South Wales,A,Annual,2017,2017,-1110
3,NET Interstate,2,Females,A04,0 - 4,1,New South Wales,A,Annual,2017,2017,-1100
3,NET Interstate,3,Persons,A04,0 - 4,1,New South Wales,A,Annual,2017,2017,-2210
1,NIM Arrivals,1,Males,A04,0 - 4,2,Victoria,A,Annual,2017,2017,3520
1,NIM Arrivals,2,Females,A04,0 - 4,2,Victoria,A,Annual,2017,2017,3260
1,NIM Arrivals,3,Persons,A04,0 - 4,2,Victoria,A,Annual,2017,2017,6780
2,NIM Departures,1,Males,A04,0 - 4,2,Victoria,A,Annual,2017,2017,2910
2,NIM Departures,2,Females,A04,0 - 4,2,Victoria,A,Annual,2017,2017,2670
2,NIM Departures,3,Persons,A04,0 - 4,2,Victoria,A,Annual,2017,2017,5580
3,NET Interstate,1,Males,A04,0 - 4,2,Victoria,A,Annual,2017,2017,610
3,NET Interstate,2,Females,A04,0 - 4,2,Victoria,A,Annual,2017,2017,600
3,NET Interstate,3,Persons,A04,0 - 4,2,Victoria,A,Annual,2017,2017,1200
1,NIM Arrivals,1,Males,A04,0 - 4,3,Queensland,A,Annual,2017,2017,4570
1,NIM Arrivals,2,Females,A04,0 - 4,3,Queensland,A,Annual,2017,2017,4330
1,NIM Arrivals,3,Persons,A04,0 - 4,3,Queensland,A,Annual,2017,2017,8900
2,NIM Departures,1,Males,A04,0 - 4,3,Queensland,A,Annual,2017,2017,3310
2,NIM Departures,2,Females,A04,0 - 4,3,Queensland,A,Annual,2017,2017,3000
2,NIM Departures,3,Persons,A04,0 - 4,3,Queensland,A,Annual,2017,2017,6310
3,NET Interstate,1,Males,A04,0 - 4,3,Queensland,A,Annual,2017,2017,1270
3,NET Interstate,2,Females,A04,0 - 4,3,Queensland,A,Annual,2017,2017,1320
3,NET Interstate,3,Persons,A04,0 - 4,3,Queensland,A,Annual,2017,2017,2590
1,NIM Arrivals,1,Males,A04,0 - 4,4,South Australia,A,Annual,2017,2017,940
1,NIM Arrivals,2,Females,A04,0 - 4,4,South Australia,A,Annual,2017,2017,940
1,NIM Arrivals,3,Persons,A04,0 - 4,4,South Australia,A,Annual,2017,2017,1880
2,NIM Departures,1,Males,A04,0 - 4,4,South Australia,A,Annual,2017,2017,1100
2,NIM Departures,2,Females,A04,0 - 4,4,South Australia,A,Annual,2017,2017,1090
2,NIM Departures,3,Persons,A04,0 - 4,4,South Australia,A,Annual,2017,2017,2200
3,NET Interstate,1,Males,A04,0 - 4,4,South Australia,A,Annual,2017,2017,-160
3,NET Interstate,2,Females,A04,0 - 4,4,South Australia,A,Annual,2017,2017,-160
3,NET Interstate,3,Persons,A04,0 - 4,4,South Australia,A,Annual,2017,2017,-320
1,NIM Arrivals,1,Males,A04,0 - 4,5,Western Australia,A,Annual,2017,2017,1220
1,NIM Arrivals,2,Females,A04,0 - 4,5,Western Australia,A,Annual,2017,2017,1060
1,NIM Arrivals,3,Persons,A04,0 - 4,5,Western Australia,A,Annual,2017,2017,2280
2,NIM Departures,1,Males,A04,0 - 4,5,Western Australia,A,Annual,2017,2017,1680
2,NIM Departures,2,Females,A04,0 - 4,5,Western Australia,A,Annual,2017,2017,1490
2,NIM Departures,3,Persons,A04,0 - 4,5,Western Australia,A,Annual,2017,2017,3170
3,NET Interstate,1,Males,A04,0 - 4,5,Western Australia,A,Annual,2017,2017,-450
3,NET Interstate,2,Females,A04,0 - 4,5,Western Australia,A,Annual,2017,2017,-430
3,NET Interstate,3,Persons,A04,0 - 4,5,Western Australia,A,Annual,2017,2017,-880
1,NIM Arrivals,1,Males,A04,0 - 4,6,Tasmania,A,Annual,2017,2017,480
1,NIM Arrivals,2,Females,A04,0 - 4,6,Tasmania,A,Annual,2017,2017,420
1,NIM Arrivals,3,Persons,A04,0 - 4,6,Tasmania,A,Annual,2017,2017,900
2,NIM Departures,1,Males,A04,0 - 4,6,Tasmania,A,Annual,2017,2017,380
2,NIM Departures,2,Females,A04,0 - 4,6,Tasmania,A,Annual,2017,2017,360
2,NIM Departures,3,Persons,A04,0 - 4,6,Tasmania,A,Annual,2017,2017,740
3,NET Interstate,1,Males,A04,0 - 4,6,Tasmania,A,Annual,2017,2017,110
3,NET Interstate,2,Females,A04,0 - 4,6,Tasmania,A,Annual,2017,2017,50
3,NET Interstate,3,Persons,A04,0 - 4,6,Tasmania,A,Annual,2017,2017,160
1,NIM Arrivals,1,Males,A04,0 - 4,7,Northern Territory,A,Annual,2017,2017,550
1,NIM Arrivals,2,Females,A04,0 - 4,7,Northern Territory,A,Annual,2017,2017,530
1,NIM Arrivals,3,Persons,A04,0 - 4,7,Northern Territory,A,Annual,2017,2017,1070
2,NIM Departures,1,Males,A04,0 - 4,7,Northern Territory,A,Annual,2017,2017,860
2,NIM Departures,2,Females,A04,0 - 4,7,Northern Territory,A,Annual,2017,2017,800
2,NIM Departures,3,Persons,A04,0 - 4,7,Northern Territory,A,Annual,2017,2017,1660
3,NET Interstate,1,Males,A04,0 - 4,7,Northern Territory,A,Annual,2017,2017,-310
3,NET Interstate,2,Females,A04,0 - 4,7,Northern Territory,A,Annual,2017,2017,-280
3,NET Interstate,3,Persons,A04,0 - 4,7,Northern Territory,A,Annual,2017,2017,-590
1,NIM Arrivals,1,Males,A04,0 - 4,8,Australian Capital Territory,A,Annual,2017,2017,840
1,NIM Arrivals,2,Females,A04,0 - 4,8,Australian Capital Territory,A,Annual,2017,2017,750
1,NIM Arrivals,3,Persons,A04,0 - 4,8,Australian Capital Territory,A,Annual,2017,2017,1580
2,NIM Departures,1,Males,A04,0 - 4,8,Australian Capital Territory,A,Annual,2017,2017,780
2,NIM Departures,2,Females,A04,0 - 4,8,Australian Capital Territory,A,Annual,2017,2017,750
2,NIM Departures,3,Persons,A04,0 - 4,8,Australian Capital Territory,A,Annual,2017,2017,1530
3,NET Interstate,1,Males,A04,0 - 4,8,Australian Capital Territory,A,Annual,2017,2017,60
3,NET Interstate,2,Females,A04,0 - 4,8,Australian Capital Territory,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A04,0 - 4,8,Australian Capital Territory,A,Annual,2017,2017,50
1,NIM Arrivals,1,Males,A04,0 - 4,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,2,Females,A04,0 - 4,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,3,Persons,A04,0 - 4,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,1,Males,A04,0 - 4,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,2,Females,A04,0 - 4,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,3,Persons,A04,0 - 4,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,1,Males,A04,0 - 4,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A04,0 - 4,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A04,0 - 4,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A59,5 - 9,0,Australia,A,Annual,2017,2017,12610
1,NIM Arrivals,2,Females,A59,5 - 9,0,Australia,A,Annual,2017,2017,11820
1,NIM Arrivals,3,Persons,A59,5 - 9,0,Australia,A,Annual,2017,2017,24430
2,NIM Departures,1,Males,A59,5 - 9,0,Australia,A,Annual,2017,2017,12610
2,NIM Departures,2,Females,A59,5 - 9,0,Australia,A,Annual,2017,2017,11820
2,NIM Departures,3,Persons,A59,5 - 9,0,Australia,A,Annual,2017,2017,24430
3,NET Interstate,1,Males,A59,5 - 9,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A59,5 - 9,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A59,5 - 9,0,Australia,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A59,5 - 9,1,New South Wales,A,Annual,2017,2017,2960
1,NIM Arrivals,2,Females,A59,5 - 9,1,New South Wales,A,Annual,2017,2017,2850
1,NIM Arrivals,3,Persons,A59,5 - 9,1,New South Wales,A,Annual,2017,2017,5810
2,NIM Departures,1,Males,A59,5 - 9,1,New South Wales,A,Annual,2017,2017,3990
2,NIM Departures,2,Females,A59,5 - 9,1,New South Wales,A,Annual,2017,2017,3640
2,NIM Departures,3,Persons,A59,5 - 9,1,New South Wales,A,Annual,2017,2017,7630
3,NET Interstate,1,Males,A59,5 - 9,1,New South Wales,A,Annual,2017,2017,-1030
3,NET Interstate,2,Females,A59,5 - 9,1,New South Wales,A,Annual,2017,2017,-790
3,NET Interstate,3,Persons,A59,5 - 9,1,New South Wales,A,Annual,2017,2017,-1830
1,NIM Arrivals,1,Males,A59,5 - 9,2,Victoria,A,Annual,2017,2017,2590
1,NIM Arrivals,2,Females,A59,5 - 9,2,Victoria,A,Annual,2017,2017,2370
1,NIM Arrivals,3,Persons,A59,5 - 9,2,Victoria,A,Annual,2017,2017,4960
2,NIM Departures,1,Males,A59,5 - 9,2,Victoria,A,Annual,2017,2017,2170
2,NIM Departures,2,Females,A59,5 - 9,2,Victoria,A,Annual,2017,2017,2100
2,NIM Departures,3,Persons,A59,5 - 9,2,Victoria,A,Annual,2017,2017,4270
3,NET Interstate,1,Males,A59,5 - 9,2,Victoria,A,Annual,2017,2017,420
3,NET Interstate,2,Females,A59,5 - 9,2,Victoria,A,Annual,2017,2017,270
3,NET Interstate,3,Persons,A59,5 - 9,2,Victoria,A,Annual,2017,2017,690
1,NIM Arrivals,1,Males,A59,5 - 9,3,Queensland,A,Annual,2017,2017,3810
1,NIM Arrivals,2,Females,A59,5 - 9,3,Queensland,A,Annual,2017,2017,3560
1,NIM Arrivals,3,Persons,A59,5 - 9,3,Queensland,A,Annual,2017,2017,7370
2,NIM Departures,1,Males,A59,5 - 9,3,Queensland,A,Annual,2017,2017,2620
2,NIM Departures,2,Females,A59,5 - 9,3,Queensland,A,Annual,2017,2017,2480
2,NIM Departures,3,Persons,A59,5 - 9,3,Queensland,A,Annual,2017,2017,5100
3,NET Interstate,1,Males,A59,5 - 9,3,Queensland,A,Annual,2017,2017,1190
3,NET Interstate,2,Females,A59,5 - 9,3,Queensland,A,Annual,2017,2017,1080
3,NET Interstate,3,Persons,A59,5 - 9,3,Queensland,A,Annual,2017,2017,2270
1,NIM Arrivals,1,Males,A59,5 - 9,4,South Australia,A,Annual,2017,2017,750
1,NIM Arrivals,2,Females,A59,5 - 9,4,South Australia,A,Annual,2017,2017,710
1,NIM Arrivals,3,Persons,A59,5 - 9,4,South Australia,A,Annual,2017,2017,1460
2,NIM Departures,1,Males,A59,5 - 9,4,South Australia,A,Annual,2017,2017,960
2,NIM Departures,2,Females,A59,5 - 9,4,South Australia,A,Annual,2017,2017,900
2,NIM Departures,3,Persons,A59,5 - 9,4,South Australia,A,Annual,2017,2017,1870
3,NET Interstate,1,Males,A59,5 - 9,4,South Australia,A,Annual,2017,2017,-210
3,NET Interstate,2,Females,A59,5 - 9,4,South Australia,A,Annual,2017,2017,-200
3,NET Interstate,3,Persons,A59,5 - 9,4,South Australia,A,Annual,2017,2017,-410
1,NIM Arrivals,1,Males,A59,5 - 9,5,Western Australia,A,Annual,2017,2017,1010
1,NIM Arrivals,2,Females,A59,5 - 9,5,Western Australia,A,Annual,2017,2017,940
1,NIM Arrivals,3,Persons,A59,5 - 9,5,Western Australia,A,Annual,2017,2017,1940
2,NIM Departures,1,Males,A59,5 - 9,5,Western Australia,A,Annual,2017,2017,1270
2,NIM Departures,2,Females,A59,5 - 9,5,Western Australia,A,Annual,2017,2017,1250
2,NIM Departures,3,Persons,A59,5 - 9,5,Western Australia,A,Annual,2017,2017,2520
3,NET Interstate,1,Males,A59,5 - 9,5,Western Australia,A,Annual,2017,2017,-260
3,NET Interstate,2,Females,A59,5 - 9,5,Western Australia,A,Annual,2017,2017,-320
3,NET Interstate,3,Persons,A59,5 - 9,5,Western Australia,A,Annual,2017,2017,-580
1,NIM Arrivals,1,Males,A59,5 - 9,6,Tasmania,A,Annual,2017,2017,410
1,NIM Arrivals,2,Females,A59,5 - 9,6,Tasmania,A,Annual,2017,2017,420
1,NIM Arrivals,3,Persons,A59,5 - 9,6,Tasmania,A,Annual,2017,2017,830
2,NIM Departures,1,Males,A59,5 - 9,6,Tasmania,A,Annual,2017,2017,370
2,NIM Departures,2,Females,A59,5 - 9,6,Tasmania,A,Annual,2017,2017,340
2,NIM Departures,3,Persons,A59,5 - 9,6,Tasmania,A,Annual,2017,2017,710
3,NET Interstate,1,Males,A59,5 - 9,6,Tasmania,A,Annual,2017,2017,40
3,NET Interstate,2,Females,A59,5 - 9,6,Tasmania,A,Annual,2017,2017,80
3,NET Interstate,3,Persons,A59,5 - 9,6,Tasmania,A,Annual,2017,2017,120
1,NIM Arrivals,1,Males,A59,5 - 9,7,Northern Territory,A,Annual,2017,2017,460
1,NIM Arrivals,2,Females,A59,5 - 9,7,Northern Territory,A,Annual,2017,2017,410
1,NIM Arrivals,3,Persons,A59,5 - 9,7,Northern Territory,A,Annual,2017,2017,870
2,NIM Departures,1,Males,A59,5 - 9,7,Northern Territory,A,Annual,2017,2017,630
2,NIM Departures,2,Females,A59,5 - 9,7,Northern Territory,A,Annual,2017,2017,580
2,NIM Departures,3,Persons,A59,5 - 9,7,Northern Territory,A,Annual,2017,2017,1210
3,NET Interstate,1,Males,A59,5 - 9,7,Northern Territory,A,Annual,2017,2017,-170
3,NET Interstate,2,Females,A59,5 - 9,7,Northern Territory,A,Annual,2017,2017,-180
3,NET Interstate,3,Persons,A59,5 - 9,7,Northern Territory,A,Annual,2017,2017,-340
1,NIM Arrivals,1,Males,A59,5 - 9,8,Australian Capital Territory,A,Annual,2017,2017,620
1,NIM Arrivals,2,Females,A59,5 - 9,8,Australian Capital Territory,A,Annual,2017,2017,580
1,NIM Arrivals,3,Persons,A59,5 - 9,8,Australian Capital Territory,A,Annual,2017,2017,1190
2,NIM Departures,1,Males,A59,5 - 9,8,Australian Capital Territory,A,Annual,2017,2017,590
2,NIM Departures,2,Females,A59,5 - 9,8,Australian Capital Territory,A,Annual,2017,2017,520
2,NIM Departures,3,Persons,A59,5 - 9,8,Australian Capital Territory,A,Annual,2017,2017,1120
3,NET Interstate,1,Males,A59,5 - 9,8,Australian Capital Territory,A,Annual,2017,2017,20
3,NET Interstate,2,Females,A59,5 - 9,8,Australian Capital Territory,A,Annual,2017,2017,50
3,NET Interstate,3,Persons,A59,5 - 9,8,Australian Capital Territory,A,Annual,2017,2017,80
1,NIM Arrivals,1,Males,A59,5 - 9,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,2,Females,A59,5 - 9,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,3,Persons,A59,5 - 9,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,1,Males,A59,5 - 9,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,2,Females,A59,5 - 9,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,3,Persons,A59,5 - 9,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,1,Males,A59,5 - 9,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A59,5 - 9,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A59,5 - 9,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A10,10 - 14,0,Australia,A,Annual,2017,2017,9010
1,NIM Arrivals,2,Females,A10,10 - 14,0,Australia,A,Annual,2017,2017,8770
1,NIM Arrivals,3,Persons,A10,10 - 14,0,Australia,A,Annual,2017,2017,17770
2,NIM Departures,1,Males,A10,10 - 14,0,Australia,A,Annual,2017,2017,9010
2,NIM Departures,2,Females,A10,10 - 14,0,Australia,A,Annual,2017,2017,8770
2,NIM Departures,3,Persons,A10,10 - 14,0,Australia,A,Annual,2017,2017,17770
3,NET Interstate,1,Males,A10,10 - 14,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A10,10 - 14,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A10,10 - 14,0,Australia,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A10,10 - 14,1,New South Wales,A,Annual,2017,2017,2130
1,NIM Arrivals,2,Females,A10,10 - 14,1,New South Wales,A,Annual,2017,2017,2070
1,NIM Arrivals,3,Persons,A10,10 - 14,1,New South Wales,A,Annual,2017,2017,4200
2,NIM Departures,1,Males,A10,10 - 14,1,New South Wales,A,Annual,2017,2017,2690
2,NIM Departures,2,Females,A10,10 - 14,1,New South Wales,A,Annual,2017,2017,2540
2,NIM Departures,3,Persons,A10,10 - 14,1,New South Wales,A,Annual,2017,2017,5230
3,NET Interstate,1,Males,A10,10 - 14,1,New South Wales,A,Annual,2017,2017,-560
3,NET Interstate,2,Females,A10,10 - 14,1,New South Wales,A,Annual,2017,2017,-470
3,NET Interstate,3,Persons,A10,10 - 14,1,New South Wales,A,Annual,2017,2017,-1030
1,NIM Arrivals,1,Males,A10,10 - 14,2,Victoria,A,Annual,2017,2017,1760
1,NIM Arrivals,2,Females,A10,10 - 14,2,Victoria,A,Annual,2017,2017,1730
1,NIM Arrivals,3,Persons,A10,10 - 14,2,Victoria,A,Annual,2017,2017,3480
2,NIM Departures,1,Males,A10,10 - 14,2,Victoria,A,Annual,2017,2017,1610
2,NIM Departures,2,Females,A10,10 - 14,2,Victoria,A,Annual,2017,2017,1520
2,NIM Departures,3,Persons,A10,10 - 14,2,Victoria,A,Annual,2017,2017,3130
3,NET Interstate,1,Males,A10,10 - 14,2,Victoria,A,Annual,2017,2017,150
3,NET Interstate,2,Females,A10,10 - 14,2,Victoria,A,Annual,2017,2017,210
3,NET Interstate,3,Persons,A10,10 - 14,2,Victoria,A,Annual,2017,2017,360
1,NIM Arrivals,1,Males,A10,10 - 14,3,Queensland,A,Annual,2017,2017,2870
1,NIM Arrivals,2,Females,A10,10 - 14,3,Queensland,A,Annual,2017,2017,2780
1,NIM Arrivals,3,Persons,A10,10 - 14,3,Queensland,A,Annual,2017,2017,5650
2,NIM Departures,1,Males,A10,10 - 14,3,Queensland,A,Annual,2017,2017,1950
2,NIM Departures,2,Females,A10,10 - 14,3,Queensland,A,Annual,2017,2017,1960
2,NIM Departures,3,Persons,A10,10 - 14,3,Queensland,A,Annual,2017,2017,3910
3,NET Interstate,1,Males,A10,10 - 14,3,Queensland,A,Annual,2017,2017,920
3,NET Interstate,2,Females,A10,10 - 14,3,Queensland,A,Annual,2017,2017,830
3,NET Interstate,3,Persons,A10,10 - 14,3,Queensland,A,Annual,2017,2017,1740
1,NIM Arrivals,1,Males,A10,10 - 14,4,South Australia,A,Annual,2017,2017,560
1,NIM Arrivals,2,Females,A10,10 - 14,4,South Australia,A,Annual,2017,2017,540
1,NIM Arrivals,3,Persons,A10,10 - 14,4,South Australia,A,Annual,2017,2017,1100
2,NIM Departures,1,Males,A10,10 - 14,4,South Australia,A,Annual,2017,2017,670
2,NIM Departures,2,Females,A10,10 - 14,4,South Australia,A,Annual,2017,2017,700
2,NIM Departures,3,Persons,A10,10 - 14,4,South Australia,A,Annual,2017,2017,1370
3,NET Interstate,1,Males,A10,10 - 14,4,South Australia,A,Annual,2017,2017,-110
3,NET Interstate,2,Females,A10,10 - 14,4,South Australia,A,Annual,2017,2017,-160
3,NET Interstate,3,Persons,A10,10 - 14,4,South Australia,A,Annual,2017,2017,-280
1,NIM Arrivals,1,Males,A10,10 - 14,5,Western Australia,A,Annual,2017,2017,690
1,NIM Arrivals,2,Females,A10,10 - 14,5,Western Australia,A,Annual,2017,2017,680
1,NIM Arrivals,3,Persons,A10,10 - 14,5,Western Australia,A,Annual,2017,2017,1370
2,NIM Departures,1,Males,A10,10 - 14,5,Western Australia,A,Annual,2017,2017,920
2,NIM Departures,2,Females,A10,10 - 14,5,Western Australia,A,Annual,2017,2017,900
2,NIM Departures,3,Persons,A10,10 - 14,5,Western Australia,A,Annual,2017,2017,1820
3,NET Interstate,1,Males,A10,10 - 14,5,Western Australia,A,Annual,2017,2017,-230
3,NET Interstate,2,Females,A10,10 - 14,5,Western Australia,A,Annual,2017,2017,-210
3,NET Interstate,3,Persons,A10,10 - 14,5,Western Australia,A,Annual,2017,2017,-450
1,NIM Arrivals,1,Males,A10,10 - 14,6,Tasmania,A,Annual,2017,2017,300
1,NIM Arrivals,2,Females,A10,10 - 14,6,Tasmania,A,Annual,2017,2017,300
1,NIM Arrivals,3,Persons,A10,10 - 14,6,Tasmania,A,Annual,2017,2017,590
2,NIM Departures,1,Males,A10,10 - 14,6,Tasmania,A,Annual,2017,2017,310
2,NIM Departures,2,Females,A10,10 - 14,6,Tasmania,A,Annual,2017,2017,300
2,NIM Departures,3,Persons,A10,10 - 14,6,Tasmania,A,Annual,2017,2017,600
3,NET Interstate,1,Males,A10,10 - 14,6,Tasmania,A,Annual,2017,2017,-10
3,NET Interstate,2,Females,A10,10 - 14,6,Tasmania,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A10,10 - 14,6,Tasmania,A,Annual,2017,2017,-10
1,NIM Arrivals,1,Males,A10,10 - 14,7,Northern Territory,A,Annual,2017,2017,320
1,NIM Arrivals,2,Females,A10,10 - 14,7,Northern Territory,A,Annual,2017,2017,290
1,NIM Arrivals,3,Persons,A10,10 - 14,7,Northern Territory,A,Annual,2017,2017,610
2,NIM Departures,1,Males,A10,10 - 14,7,Northern Territory,A,Annual,2017,2017,450
2,NIM Departures,2,Females,A10,10 - 14,7,Northern Territory,A,Annual,2017,2017,470
2,NIM Departures,3,Persons,A10,10 - 14,7,Northern Territory,A,Annual,2017,2017,910
3,NET Interstate,1,Males,A10,10 - 14,7,Northern Territory,A,Annual,2017,2017,-130
3,NET Interstate,2,Females,A10,10 - 14,7,Northern Territory,A,Annual,2017,2017,-180
3,NET Interstate,3,Persons,A10,10 - 14,7,Northern Territory,A,Annual,2017,2017,-310
1,NIM Arrivals,1,Males,A10,10 - 14,8,Australian Capital Territory,A,Annual,2017,2017,390
1,NIM Arrivals,2,Females,A10,10 - 14,8,Australian Capital Territory,A,Annual,2017,2017,390
1,NIM Arrivals,3,Persons,A10,10 - 14,8,Australian Capital Territory,A,Annual,2017,2017,780
2,NIM Departures,1,Males,A10,10 - 14,8,Australian Capital Territory,A,Annual,2017,2017,420
2,NIM Departures,2,Females,A10,10 - 14,8,Australian Capital Territory,A,Annual,2017,2017,400
2,NIM Departures,3,Persons,A10,10 - 14,8,Australian Capital Territory,A,Annual,2017,2017,810
3,NET Interstate,1,Males,A10,10 - 14,8,Australian Capital Territory,A,Annual,2017,2017,-20
3,NET Interstate,2,Females,A10,10 - 14,8,Australian Capital Territory,A,Annual,2017,2017,-10
3,NET Interstate,3,Persons,A10,10 - 14,8,Australian Capital Territory,A,Annual,2017,2017,-30
1,NIM Arrivals,1,Males,A10,10 - 14,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,2,Females,A10,10 - 14,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,3,Persons,A10,10 - 14,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,1,Males,A10,10 - 14,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,2,Females,A10,10 - 14,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,3,Persons,A10,10 - 14,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,1,Males,A10,10 - 14,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A10,10 - 14,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A10,10 - 14,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A15,15 - 19,0,Australia,A,Annual,2017,2017,11040
1,NIM Arrivals,2,Females,A15,15 - 19,0,Australia,A,Annual,2017,2017,11990
1,NIM Arrivals,3,Persons,A15,15 - 19,0,Australia,A,Annual,2017,2017,23030
2,NIM Departures,1,Males,A15,15 - 19,0,Australia,A,Annual,2017,2017,11040
2,NIM Departures,2,Females,A15,15 - 19,0,Australia,A,Annual,2017,2017,11990
2,NIM Departures,3,Persons,A15,15 - 19,0,Australia,A,Annual,2017,2017,23030
3,NET Interstate,1,Males,A15,15 - 19,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A15,15 - 19,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A15,15 - 19,0,Australia,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A15,15 - 19,1,New South Wales,A,Annual,2017,2017,2380
1,NIM Arrivals,2,Females,A15,15 - 19,1,New South Wales,A,Annual,2017,2017,2760
1,NIM Arrivals,3,Persons,A15,15 - 19,1,New South Wales,A,Annual,2017,2017,5140
2,NIM Departures,1,Males,A15,15 - 19,1,New South Wales,A,Annual,2017,2017,3610
2,NIM Departures,2,Females,A15,15 - 19,1,New South Wales,A,Annual,2017,2017,3930
2,NIM Departures,3,Persons,A15,15 - 19,1,New South Wales,A,Annual,2017,2017,7540
3,NET Interstate,1,Males,A15,15 - 19,1,New South Wales,A,Annual,2017,2017,-1230
3,NET Interstate,2,Females,A15,15 - 19,1,New South Wales,A,Annual,2017,2017,-1170
3,NET Interstate,3,Persons,A15,15 - 19,1,New South Wales,A,Annual,2017,2017,-2400
1,NIM Arrivals,1,Males,A15,15 - 19,2,Victoria,A,Annual,2017,2017,2860
1,NIM Arrivals,2,Females,A15,15 - 19,2,Victoria,A,Annual,2017,2017,2950
1,NIM Arrivals,3,Persons,A15,15 - 19,2,Victoria,A,Annual,2017,2017,5810
2,NIM Departures,1,Males,A15,15 - 19,2,Victoria,A,Annual,2017,2017,1810
2,NIM Departures,2,Females,A15,15 - 19,2,Victoria,A,Annual,2017,2017,1920
2,NIM Departures,3,Persons,A15,15 - 19,2,Victoria,A,Annual,2017,2017,3730
3,NET Interstate,1,Males,A15,15 - 19,2,Victoria,A,Annual,2017,2017,1050
3,NET Interstate,2,Females,A15,15 - 19,2,Victoria,A,Annual,2017,2017,1040
3,NET Interstate,3,Persons,A15,15 - 19,2,Victoria,A,Annual,2017,2017,2080
1,NIM Arrivals,1,Males,A15,15 - 19,3,Queensland,A,Annual,2017,2017,2910
1,NIM Arrivals,2,Females,A15,15 - 19,3,Queensland,A,Annual,2017,2017,3080
